id	code	name	verb_en	verb_vi	knowledge_dimension_code	bloom_level_code	question_type_code	example_en	example_vi	organization_code
f6f47ebd-7204-4b6a-877e-640c3bfc9005	CRE-PRO-CON-SEQ	Xây dựng (trình tự) (Procedural)	Construct (sequence)	Xây dựng (trình tự)		CREATE	SEQUENCE	Arrange the commands/modules in the correct order to construct a [program/algorithm] that performs the [task].	Sắp xếp các lệnh/mô-đun theo đúng thứ tự để xây dựng [chương trình/thuật toán] thực hiện [nhiệm vụ].	DEFAULT_ORG
ad920957-3c7d-4d03-8634-6f82b5bba1bf	CRE-PRO-DES-SEQ	Thiết kế (trình tự) (Procedural)	Design (sequence)	Thiết kế (trình tự)		CREATE	SEQUENCE	Arrange the main steps in the correct order for designing a simple [product/solution].	Sắp xếp các bước chính theo đúng thứ tự để thiết kế một [sản phẩm/giải pháp] đơn giản.	DEFAULT_ORG
08f22aa7-9557-423a-849f-63cc2bdc45b8	EVA-PRO-CRI-MCQ	Phê bình (Procedural)	Critique	Phê bình		EVALUATE	MULTIPLE_CHOICE	Point out the main limitation/risk of applying the [process/design]. (Select the best critique)	Chỉ ra hạn chế/rủi ro chính của việc áp dụng [quy trình/thiết kế]. (Chọn phê bình đúng nhất)	DEFAULT_ORG
6185342f-7f2d-4e49-8d54-83731db1ffc9	EVA-PRO-EVL-MCQ	Đánh giá (Procedural)	Evaluate	Đánh giá		EVALUATE	MULTIPLE_CHOICE	Which evaluation is most accurate regarding the [effectiveness/suitability] of the [method/solution]?	Đánh giá nào là đúng nhất về [tính hiệu quả/phù hợp] của [phương pháp/giải pháp]?	DEFAULT_ORG
d0745014-e358-484c-b3bd-e9eb9472c5be	EVA-PRO-JUD-MCQ	Phán xét (Procedural)	Judge	Phán xét		EVALUATE	MULTIPLE_CHOICE	Based on [technical/efficiency criteria], which judgment is correct about the [result/product]?	Dựa trên [tiêu chí kỹ thuật/hiệu quả], phán xét nào đúng về [kết quả/sản phẩm]?	DEFAULT_ORG
4e023531-efca-4235-8841-d88f7f48d675	EVA-PRO-JUS-MCQ	Biện minh/Lý giải (Procedural)	Justify	Biện minh/Lý giải		EVALUATE	MULTIPLE_CHOICE	Which data/result best justifies the success/choice of the [method]?	Dữ liệu/Kết quả nào chứng minh tốt nhất cho sự thành công/lựa chọn của [phương pháp]?	DEFAULT_ORG
4dacc2dc-0279-49ee-b905-ed78d1c9691c	EVA-PRO-PRI-MAT	Ưu tiên hóa (Procedural)	Prioritize	Ưu tiên hóa		EVALUATE	MATCHING	Match each [task/action] with its appropriate priority level (e.g., High, Medium, Low) in situation [Z].	Nối mỗi [nhiệm vụ/hành động] với mức độ ưu tiên phù hợp (ví dụ: Cao, Trung bình, Thấp) trong tình huống [Z].	DEFAULT_ORG
c63f1b41-27e2-40d0-a6c8-9e222bf23136	EVA-PRO-PRI-MCQ	Ưu tiên hóa (Procedural)	Prioritize	Ưu tiên hóa		EVALUATE	MULTIPLE_CHOICE	Which factor/action should be prioritized most when facing [challenge]?	Yếu tố/Hành động nào cần được ưu tiên nhất khi đối mặt với [thách thức]?	DEFAULT_ORG
55642aeb-0e68-4469-8032-07c1746e0a33	EVA-PRO-PRI-SEQ	Ưu tiên hóa (Procedural)	Prioritize	Ưu tiên hóa		EVALUATE	SEQUENCE	Arrange the [tasks/actions] in priority order in situation [Z].	Sắp xếp các [nhiệm vụ/hành động] theo thứ tự ưu tiên trong tình huống [Z].	DEFAULT_ORG
3e171cec-0b7f-46fe-a4d3-122065755327	EVA-PRO-REC-MCQ	Đề xuất/Khuyến nghị (Procedural)	Recommend	Đề xuất/Khuyến nghị		EVALUATE	MULTIPLE_CHOICE	Based on [data/needs], which [method/tool] is recommended for use?	Dựa trên [dữ liệu/nhu cầu], [phương pháp/công cụ] nào được khuyến nghị sử dụng?	DEFAULT_ORG
107ff5d7-52b7-4453-8885-53a6f7bba425	EVA-PRO-RNK-SEQ	Xếp hạng (Procedural)	Rank	Xếp hạng		EVALUATE	SEQUENCE	Rank the following [solutions/methods] based on their [efficiency/cost-effectiveness].	Xếp hạng các [giải pháp/phương pháp] sau dựa trên [tính hiệu quả/hiệu quả chi phí] của chúng.	DEFAULT_ORG
330d601b-f9cc-41ff-8a4b-abeddf8cf3d6	ANA-FAC-ANA-MAT	Phân tích (Factual)	Analyze	Phân tích		ANALYZE	MATCHING	Match the region (A, B, C) in the chart with the description of the data (e.g., peak, anomaly, trend).	Nối vùng (A, B, C) trên biểu đồ với mô tả dữ liệu (ví dụ: đỉnh, bất thường, xu hướng).	DEFAULT_ORG
611c61e2-bf17-48b0-b056-2c39386c4b0e	ANA-FAC-ANA-MCQ	Phân tích (Factual)	Analyze	Phân tích		ANALYZE	MULTIPLE_CHOICE	Analyzing the [dataset], which conclusion about the [trend/anomaly] is correct?	Phân tích [bộ dữ liệu], kết luận nào về [xu hướng/điểm bất thường] là đúng?	DEFAULT_ORG
514072b0-38dc-458a-8d2c-748f9c2cfeb2	UND-FAC-INT-TF	Diễn giải (Factual)	Interpret	Diễn giải		UNDERSTAND	TRUE_FALSE	True or False: The data on the [chart/table] indicates [specific factual interpretation].	Đúng hay Sai: Dữ liệu trên [biểu đồ/bảng] cho thấy [diễn giải thực tế cụ thể].	DEFAULT_ORG
8d952d6f-ddf5-4241-8142-e049c5213bc2	UND-PRO-DES-MCQ	Mô tả (Procedural)	Describe	Mô tả		UNDERSTAND	MULTIPLE_CHOICE	Select the best description of the steps to perform the [process/experiment].	Chọn mô tả đúng nhất các bước thực hiện [quy trình/thí nghiệm].	DEFAULT_ORG
24b3fa40-8d33-49dd-9ebb-440b2172117d	UND-PRO-DES-SEQ	Mô tả (Procedural)	Describe	Mô tả		UNDERSTAND	SEQUENCE	Arrange the statements to best describe the steps of the [process/experiment].	Sắp xếp các phát biểu để mô tả đúng nhất các bước của [quy trình/thí nghiệm].	DEFAULT_ORG
6a69dd33-6773-44e1-9121-790bb33bd9b8	UND-PRO-EXP-MCQ	Giải thích (Procedural)	Explain	Giải thích		UNDERSTAND	MULTIPLE_CHOICE	Select the best explanation for the role/purpose of [step X] in [process Y].	Chọn giải thích đúng nhất về vai trò/mục đích của [bước X] trong [quy trình Y].	DEFAULT_ORG
cc7210c1-d1f1-4453-afdf-e99322e869e7	UND-PRO-INT-MCQ	Diễn giải (Procedural)	Interpret	Diễn giải		UNDERSTAND	MULTIPLE_CHOICE	What process/purpose does this [process diagram] describe?	[Sơ đồ quy trình] này mô tả quy trình/mục đích gì?	DEFAULT_ORG
