code	name	description	metadata	created_at	updated_at	concept_codes
KW_ROM	rom	Keyword extracted from 'hardware': rom	"{""source_term"": ""hardware"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.210349""}"	2026-08-03T11:47:42.210351	2026-08-03T11:47:42.210352	"[""MEMORY_TYPES""]"
KW_PROCESSOR	processor	Keyword extracted from 'hardware': processor	"{""source_term"": ""hardware"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.210357""}"	2026-08-03T11:47:42.210360	2026-08-03T11:47:42.210361	"[""PROCESS_VS_THREAD""]"
KW_HEX	hex	Keyword extracted from 'hexadecimal': hex	"{""source_term"": ""hexadecimal"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.210530""}"	2026-08-03T11:47:42.210533	2026-08-03T11:47:42.210534	"[""BINARY_SYSTEM""]"
KW_HEXADECIMAL	hexadecimal	Keyword extracted from 'hexadecimal': hexadecimal	"{""source_term"": ""hexadecimal"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.210606""}"	2026-08-03T11:47:42.210608	2026-08-03T11:47:42.210609	"[""COMPUTE_IN_MEMORY_ACCELERATION""]"
KW_BASE_16	base-16	Keyword extracted from 'hexadecimal': base-16	"{""source_term"": ""hexadecimal"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.210782""}"	2026-08-03T11:47:42.210785	2026-08-03T11:47:42.210786	[]
KW_0X	0x	Keyword extracted from 'hexadecimal': 0x	"{""source_term"": ""hexadecimal"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.210974""}"	2026-08-03T11:47:42.210976	2026-08-03T11:47:42.210977	[]
KW_IDENTIFIER	identifier	Keyword extracted from 'identifier': identifier	"{""source_term"": ""identifier"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.211016""}"	2026-08-03T11:47:42.211018	2026-08-03T11:47:42.211019	"[""BREAKPOINTS""]"
KW_NAME	name	Keyword extracted from 'identifier': name	"{""source_term"": ""identifier"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.211119""}"	2026-08-03T11:47:42.211121	2026-08-03T11:47:42.211122	"[""DNS_LOOKUP""]"
KW_NAMING	naming	Keyword extracted from 'identifier': naming	"{""source_term"": ""identifier"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.211296""}"	2026-08-03T11:47:42.211299	2026-08-03T11:47:42.211300	[]
KW_CAMELCASE	camelCase	Keyword extracted from 'identifier': camelCase	"{""source_term"": ""identifier"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.211387""}"	2026-08-03T11:47:42.211390	2026-08-03T11:47:42.211391	"[""CARBON_FOOTPRINT_ACCOUNTING_SOFTWARE""]"
KW_SNAKE_CASE	snake_case	Keyword extracted from 'identifier': snake_case	"{""source_term"": ""identifier"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.211564""}"	2026-08-03T11:47:42.211566	2026-08-03T11:47:42.211567	[]
KW_INPUT	input	Keyword extracted from 'input': input	"{""source_term"": ""input"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.211663""}"	2026-08-03T11:47:42.211666	2026-08-03T11:47:42.211667	"[""HW_IO""]"
KW_INPUT_DEVICE	input device	Keyword extracted from 'input': input device	"{""source_term"": ""input"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.211769""}"	2026-08-03T11:47:42.211772	2026-08-03T11:47:42.211773	"[""HW_IO""]"
KW_KEYBOARD	keyboard	Keyword extracted from 'input': keyboard	"{""source_term"": ""input"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.211857""}"	2026-08-03T11:47:42.211860	2026-08-03T11:47:42.211861	"[""SPATIAL_COMPUTING_XR_MAPPING""]"
KW_MOUSE	mouse	Keyword extracted from 'input': mouse	"{""source_term"": ""input"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.211959""}"	2026-08-03T11:47:42.211961	2026-08-03T11:47:42.211962	"[""HW_IO""]"
KW_SENSOR	sensor	Keyword extracted from 'input': sensor	"{""source_term"": ""input"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.211971""}"	2026-08-03T11:47:42.211973	2026-08-03T11:47:42.211974	"[""TEMP_HUMIDITY_SENSORS""]"
KW_STDIN	stdin	Keyword extracted from 'input': stdin	"{""source_term"": ""input"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.212161""}"	2026-08-03T11:47:42.212164	2026-08-03T11:47:42.212165	[]
KW_LOOP	loop	Keyword extracted from 'iteration': loop	"{""source_term"": ""iteration"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.212167""}"	2026-08-03T11:47:42.212170	2026-08-03T11:47:42.212170	"[""ARDUINO_BASICS""]"
KW_FOR	for	Keyword extracted from 'iteration': for	"{""source_term"": ""iteration"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.212182""}"	2026-08-03T11:47:42.212184	2026-08-03T11:47:42.212185	"[""ABSTRACTION_LAYERS""]"
KW_WHILE	while	Keyword extracted from 'iteration': while	"{""source_term"": ""iteration"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.212223""}"	2026-08-03T11:47:42.212225	2026-08-03T11:47:42.212226	"[""WHILE_LOOP""]"
KW_DO_WHILE	do-while	Keyword extracted from 'iteration': do-while	"{""source_term"": ""iteration"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.212301""}"	2026-08-03T11:47:42.212304	2026-08-03T11:47:42.212305	"[""MECHATRONICS_SYSTEMS_DIAGNOSTICS""]"
KW_FOREACH	foreach	Keyword extracted from 'iteration': foreach	"{""source_term"": ""iteration"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.212339""}"	2026-08-03T11:47:42.212341	2026-08-03T11:47:42.212342	"[""LOGIC_GATES""]"
KW_ITERATE	iterate	Keyword extracted from 'iteration': iterate	"{""source_term"": ""iteration"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.212519""}"	2026-08-03T11:47:42.212521	2026-08-03T11:47:42.212522	[]
KW_ITERATION	iteration	Keyword extracted from 'iteration': iteration	"{""source_term"": ""iteration"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.212525""}"	2026-08-03T11:47:42.212527	2026-08-03T11:47:42.212528	"[""ARRAY_OPERATIONS""]"
KW_LIST	list	Keyword extracted from 'list': list	"{""source_term"": ""list"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.212535""}"	2026-08-03T11:47:42.212537	2026-08-03T11:47:42.212538	"[""LIST_OPERATIONS""]"
KW_SEQUENCE	sequence	Keyword extracted from 'list': sequence	"{""source_term"": ""list"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.212700""}"	2026-08-03T11:47:42.212702	2026-08-03T11:47:42.212703	"[""BIOINFORMATICS_GENOMIC_ANALYSIS""]"
KW_ORDERED	ordered	Keyword extracted from 'list': ordered	"{""source_term"": ""list"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.212736""}"	2026-08-03T11:47:42.212739	2026-08-03T11:47:42.212739	"[""LOGIC_GATES""]"
KW_BREAK	break	Keyword extracted from 'loop': break	"{""source_term"": ""loop"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.212924""}"	2026-08-03T11:47:42.212927	2026-08-03T11:47:42.212927	"[""PROBLEM_DECOMPOSITION""]"
KW_CONTINUE	continue	Keyword extracted from 'loop': continue	"{""source_term"": ""loop"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.213107""}"	2026-08-03T11:47:42.213110	2026-08-03T11:47:42.213111	[]
KW_CACHE	cache	Keyword extracted from 'memory': cache	"{""source_term"": ""memory"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.213131""}"	2026-08-03T11:47:42.213134	2026-08-03T11:47:42.213134	"[""CACHE_HIERARCHY""]"
KW_REGISTER	register	Keyword extracted from 'memory': register	"{""source_term"": ""memory"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.213228""}"	2026-08-03T11:47:42.213230	2026-08-03T11:47:42.213231	"[""HW_MEMORY""]"
KW_STACK	stack	Keyword extracted from 'memory': stack	"{""source_term"": ""memory"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.213236""}"	2026-08-03T11:47:42.213238	2026-08-03T11:47:42.213239	"[""STACK_OPERATIONS""]"
KW_HEAP	heap	Keyword extracted from 'memory': heap	"{""source_term"": ""memory"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.213332""}"	2026-08-03T11:47:42.213334	2026-08-03T11:47:42.213335	"[""TREES_HEAPS""]"
KW_METHOD	method	Keyword extracted from 'method': method	"{""source_term"": ""method"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.213340""}"	2026-08-03T11:47:42.213342	2026-08-03T11:47:42.213343	"[""IO_METHODS_POLLING_INTERRUPT""]"
KW_PROCEDURE	procedure	Keyword extracted from 'method': procedure	"{""source_term"": ""method"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.213520""}"	2026-08-03T11:47:42.213523	2026-08-03T11:47:42.213523	"[""FUNCTIONS_PROCEDURES""]"
KW_MEMBER_FUNCTION	member function	Keyword extracted from 'method': member function	"{""source_term"": ""method"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.213722""}"	2026-08-03T11:47:42.213724	2026-08-03T11:47:42.213725	[]
KW_MODEL	model	Keyword extracted from 'model': model	"{""source_term"": ""model"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.213741""}"	2026-08-03T11:47:42.213744	2026-08-03T11:47:42.213745	"[""CLOUD_MODELS_IAAS_PAAS_SAAS""]"
KW_MODELING	modeling	Keyword extracted from 'model': modeling	"{""source_term"": ""model"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.213747""}"	2026-08-03T11:47:42.213750	2026-08-03T11:47:42.213750	"[""SIMULATION_MODELING""]"
KW_SIMULATION	simulation	Keyword extracted from 'model': simulation	"{""source_term"": ""model"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.213753""}"	2026-08-03T11:47:42.213755	2026-08-03T11:47:42.213756	"[""SIMULATION_MODELING""]"
KW_REPRESENTATION	representation	Keyword extracted from 'model': representation	"{""source_term"": ""model"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.213911""}"	2026-08-03T11:47:42.213914	2026-08-03T11:47:42.213915	"[""MODAL_PRESENTATION""]"
KW_MODULARITY	modularity	Keyword extracted from 'modularity': modularity	"{""source_term"": ""modularity"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.213997""}"	2026-08-03T11:47:42.214000	2026-08-03T11:47:42.214001	"[""SPATIAL_COMPUTING_XR_MAPPING""]"
KW_MODULE	module	Keyword extracted from 'modularity': module	"{""source_term"": ""modularity"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.214193""}"	2026-08-03T11:47:42.214196	2026-08-03T11:47:42.214196	[]
KW_ENCAPSULATION	encapsulation	Keyword extracted from 'modularity': encapsulation	"{""source_term"": ""modularity"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.214219""}"	2026-08-03T11:47:42.214222	2026-08-03T11:47:42.214223	"[""ACCESS_MODIFIERS""]"
KW_INTERFACE	interface	Keyword extracted from 'modularity': interface	"{""source_term"": ""modularity"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.214253""}"	2026-08-03T11:47:42.214256	2026-08-03T11:47:42.214257	"[""FEEDBACK_AND_RESPONSE""]"
KW_NETWORK	network	Keyword extracted from 'network': network	"{""source_term"": ""network"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.214268""}"	2026-08-03T11:47:42.214270	2026-08-03T11:47:42.214271	"[""ROUTERS_SWITCHES_CONCEPT""]"
KW_LAN	lan	Keyword extracted from 'network': lan	"{""source_term"": ""network"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.214273""}"	2026-08-03T11:47:42.214276	2026-08-03T11:47:42.214276	"[""ROUTERS_SWITCHES_CONCEPT""]"
KW_WAN	wan	Keyword extracted from 'network': wan	"{""source_term"": ""network"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.214279""}"	2026-08-03T11:47:42.214281	2026-08-03T11:47:42.214282	"[""ROUTERS_SWITCHES_CONCEPT""]"
KW_INTERNET	internet	Keyword extracted from 'network': internet	"{""source_term"": ""network"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.214313""}"	2026-08-03T11:47:42.214316	2026-08-03T11:47:42.214316	"[""TCP_IP_MODEL""]"
KW_PROTOCOL	protocol	Keyword extracted from 'network': protocol	"{""source_term"": ""network"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.214319""}"	2026-08-03T11:47:42.214321	2026-08-03T11:47:42.214322	"[""MODEL_CONTEXT_PROTOCOL_STANDARD""]"
KW_IP	ip	Keyword extracted from 'network': ip	"{""source_term"": ""network"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.214335""}"	2026-08-03T11:47:42.214337	2026-08-03T11:47:42.214338	"[""AGILE_PRINCIPLES""]"
KW_TCP	tcp	Keyword extracted from 'network': tcp	"{""source_term"": ""network"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.214340""}"	2026-08-03T11:47:42.214342	2026-08-03T11:47:42.214343	"[""TCP_HANDSHAKE""]"
KW_UDP	udp	Keyword extracted from 'network': udp	"{""source_term"": ""network"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.214377""}"	2026-08-03T11:47:42.214379	2026-08-03T11:47:42.214380	"[""DYNAMIC_PROGRAMMING""]"
KW_HTTP	http	Keyword extracted from 'network': http	"{""source_term"": ""network"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.214382""}"	2026-08-03T11:47:42.214385	2026-08-03T11:47:42.214385	"[""HTTP_METHODS""]"
KW_HTTPS	https	Keyword extracted from 'network': https	"{""source_term"": ""network"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.214435""}"	2026-08-03T11:47:42.214437	2026-08-03T11:47:42.214439	"[""HTTP_METHODS""]"
KW_NODE	node	Keyword extracted from 'node': node	"{""source_term"": ""node"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.214626""}"	2026-08-03T11:47:42.214629	2026-08-03T11:47:42.214629	[]
KW_DEVICE	device	Keyword extracted from 'node': device	"{""source_term"": ""node"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.214724""}"	2026-08-03T11:47:42.214726	2026-08-03T11:47:42.214727	"[""HW_STORAGE""]"
KW_HOST	host	Keyword extracted from 'node': host	"{""source_term"": ""node"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.214871""}"	2026-08-03T11:47:42.214874	2026-08-03T11:47:42.214875	"[""APP_DEPLOYMENT""]"
KW_CLIENT	client	Keyword extracted from 'node': client	"{""source_term"": ""node"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.214914""}"	2026-08-03T11:47:42.214917	2026-08-03T11:47:42.214917	"[""DOM_MANIPULATION""]"
KW_SERVER	server	Keyword extracted from 'node': server	"{""source_term"": ""node"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.214930""}"	2026-08-03T11:47:42.214932	2026-08-03T11:47:42.214933	"[""BEHAVIORAL_PATTERNS""]"
KW_PROPERTY	property	Keyword extracted from 'object': property	"{""source_term"": ""object"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.214981""}"	2026-08-03T11:47:42.214983	2026-08-03T11:47:42.214984	"[""COPYRIGHT_CREATIVE_COMMONS""]"
KW_ATTRIBUTE	attribute	Keyword extracted from 'object': attribute	"{""source_term"": ""object"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.215012""}"	2026-08-03T11:47:42.215014	2026-08-03T11:47:42.215015	"[""OBJECT_PROPERTIES""]"
KW_AND	and	Keyword extracted from 'operator': and	"{""source_term"": ""operator"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.217197""}"	2026-08-03T11:47:42.217199	2026-08-03T11:47:42.217200	"[""LOGIC_GATES""]"
KW_OR	or	Keyword extracted from 'operator': or	"{""source_term"": ""operator"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.217202""}"	2026-08-03T11:47:42.217205	2026-08-03T11:47:42.217205	"[""LOGIC_GATES""]"
KW_NOT	not	Keyword extracted from 'operator': not	"{""source_term"": ""operator"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.217208""}"	2026-08-03T11:47:42.217210	2026-08-03T11:47:42.217211	"[""LOGIC_GATES""]"
KW_OUTPUT	output	Keyword extracted from 'output': output	"{""source_term"": ""output"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.217254""}"	2026-08-03T11:47:42.217256	2026-08-03T11:47:42.217257	"[""LOGIC_ERRORS""]"
KW_PRINT	print	Keyword extracted from 'output': print	"{""source_term"": ""output"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.217270""}"	2026-08-03T11:47:42.217272	2026-08-03T11:47:42.217273	"[""SCRUM_ROLES_EVENTS""]"
KW_DISPLAY	display	Keyword extracted from 'output': display	"{""source_term"": ""output"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.217442""}"	2026-08-03T11:47:42.217445	2026-08-03T11:47:42.217445	[]
KW_CONSOLE	console	Keyword extracted from 'output': console	"{""source_term"": ""output"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.217620""}"	2026-08-03T11:47:42.217625	2026-08-03T11:47:42.217625	[]
KW_STDOUT	stdout	Keyword extracted from 'output': stdout	"{""source_term"": ""output"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.217800""}"	2026-08-03T11:47:42.217802	2026-08-03T11:47:42.217803	[]
KW_PACKET	packet	Keyword extracted from 'packet': packet	"{""source_term"": ""packet"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.217950""}"	2026-08-03T11:47:42.217952	2026-08-03T11:47:42.217953	"[""TCP_HANDSHAKE""]"
KW_FRAME	frame	Keyword extracted from 'packet': frame	"{""source_term"": ""packet"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.217956""}"	2026-08-03T11:47:42.217958	2026-08-03T11:47:42.217959	"[""MEMORY_TYPES""]"
KW_DATAGRAM	datagram	Keyword extracted from 'packet': datagram	"{""source_term"": ""packet"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.217963""}"	2026-08-03T11:47:42.217965	2026-08-03T11:47:42.217966	"[""MEMORY_TYPES""]"
KW_HEADER	header	Keyword extracted from 'packet': header	"{""source_term"": ""packet"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.218004""}"	2026-08-03T11:47:42.218006	2026-08-03T11:47:42.218007	"[""HTML_STRUCTURE""]"
KW_PAYLOAD	payload	Keyword extracted from 'packet': payload	"{""source_term"": ""packet"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.218174""}"	2026-08-03T11:47:42.218176	2026-08-03T11:47:42.218177	[]
KW_ARG	arg	Keyword extracted from 'parameter': arg	"{""source_term"": ""parameter"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.218329""}"	2026-08-03T11:47:42.218331	2026-08-03T11:47:42.218332	"[""LARGE_LANGUAGE_MODEL_CONCEPTS""]"
KW_PARAM	param	Keyword extracted from 'parameter': param	"{""source_term"": ""parameter"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.218336""}"	2026-08-03T11:47:42.218338	2026-08-03T11:47:42.218339	"[""MEMORY_TYPES""]"
KW_DEFAULT_PARAMETER	default parameter	Keyword extracted from 'parameter': default parameter	"{""source_term"": ""parameter"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.218343""}"	2026-08-03T11:47:42.218345	2026-08-03T11:47:42.218346	"[""MEMORY_TYPES""]"
KW_SUBROUTINE	subroutine	Keyword extracted from 'procedure': subroutine	"{""source_term"": ""procedure"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.218638""}"	2026-08-03T11:47:42.218642	2026-08-03T11:47:42.218642	"[""FUNC_SYNTAX""]"
KW_ROUTINE	routine	Keyword extracted from 'procedure': routine	"{""source_term"": ""procedure"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.218766""}"	2026-08-03T11:47:42.218768	2026-08-03T11:47:42.218769	"[""FUNC_SYNTAX""]"
KW_THREAD	thread	Keyword extracted from 'process': thread	"{""source_term"": ""process"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.218777""}"	2026-08-03T11:47:42.218779	2026-08-03T11:47:42.218780	"[""PROCESS_VS_THREAD""]"
KW_TASK	task	Keyword extracted from 'process': task	"{""source_term"": ""process"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.218785""}"	2026-08-03T11:47:42.218787	2026-08-03T11:47:42.218788	"[""PROCESS_VS_THREAD""]"
KW_SCHEDULER	scheduler	Keyword extracted from 'process': scheduler	"{""source_term"": ""process"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.218966""}"	2026-08-03T11:47:42.218969	2026-08-03T11:47:42.218969	[]
KW_DNS	dns	Keyword extracted from 'protocol': dns	"{""source_term"": ""protocol"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.219093""}"	2026-08-03T11:47:42.219095	2026-08-03T11:47:42.219096	"[""DNS_LOOKUP""]"
KW_API	api	Keyword extracted from 'protocol': api	"{""source_term"": ""protocol"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.219098""}"	2026-08-03T11:47:42.219101	2026-08-03T11:47:42.219101	"[""API_INTEGRATION""]"
KW_PSEUDOCODE	pseudocode	Keyword extracted from 'pseudocode': pseudocode	"{""source_term"": ""pseudocode"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.219274""}"	2026-08-03T11:47:42.219277	2026-08-03T11:47:42.219278	[]
KW_PLAIN_ENGLISH	plain english	Keyword extracted from 'pseudocode': plain english	"{""source_term"": ""pseudocode"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.219328""}"	2026-08-03T11:47:42.219331	2026-08-03T11:47:42.219331	"[""AI_VS_ML""]"
KW_LOGIC	logic	Keyword extracted from 'pseudocode': logic	"{""source_term"": ""pseudocode"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.219334""}"	2026-08-03T11:47:42.219336	2026-08-03T11:47:42.219337	"[""PROPOSITIONAL_LOGIC""]"
KW_RECURSIVE	recursive	Keyword extracted from 'recursive': recursive	"{""source_term"": ""recursive"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.219429""}"	2026-08-03T11:47:42.219431	2026-08-03T11:47:42.219432	"[""HW_CPU""]"
KW_RECURSION	recursion	Keyword extracted from 'recursive': recursion	"{""source_term"": ""recursive"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.219435""}"	2026-08-03T11:47:42.219437	2026-08-03T11:47:42.219438	"[""DIVIDE_CONQUER""]"
KW_BASE_CASE	base case	Keyword extracted from 'recursive': base case	"{""source_term"": ""recursive"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.219612""}"	2026-08-03T11:47:42.219615	2026-08-03T11:47:42.219615	[]
KW_RECURSIVE_CALL	recursive call	Keyword extracted from 'recursive': recursive call	"{""source_term"": ""recursive"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.219711""}"	2026-08-03T11:47:42.219714	2026-08-03T11:47:42.219714	"[""HW_CPU""]"
KW_STACK_OVERFLOW	stack overflow	Keyword extracted from 'recursive': stack overflow	"{""source_term"": ""recursive"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.219723""}"	2026-08-03T11:47:42.219725	2026-08-03T11:47:42.219726	"[""DIGITAL_ANALOG_IO""]"
KW_REDUNDANCY	redundancy	Keyword extracted from 'redundancy': redundancy	"{""source_term"": ""redundancy"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.219900""}"	2026-08-03T11:47:42.219902	2026-08-03T11:47:42.219903	[]
KW_BACKUP	backup	Keyword extracted from 'redundancy': backup	"{""source_term"": ""redundancy"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.219954""}"	2026-08-03T11:47:42.219956	2026-08-03T11:47:42.219957	"[""TCP_HANDSHAKE""]"
KW_FAILOVER	failover	Keyword extracted from 'redundancy': failover	"{""source_term"": ""redundancy"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.219999""}"	2026-08-03T11:47:42.220001	2026-08-03T11:47:42.220002	"[""AI_VS_ML""]"
KW_REPLICATION	replication	Keyword extracted from 'redundancy': replication	"{""source_term"": ""redundancy"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.220184""}"	2026-08-03T11:47:42.220186	2026-08-03T11:47:42.220187	"[""GAME_SCRIPTING""]"
KW_RELIABILITY	reliability	Keyword extracted from 'reliability': reliability	"{""source_term"": ""reliability"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.220362""}"	2026-08-03T11:47:42.220365	2026-08-03T11:47:42.220366	[]
KW_FAULT_TOLERANCE	fault tolerance	Keyword extracted from 'reliability': fault tolerance	"{""source_term"": ""reliability"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.220368""}"	2026-08-03T11:47:42.220371	2026-08-03T11:47:42.220371	"[""RADIATION_HARDENED_SPACE_COMPUTING""]"
KW_ERROR_HANDLING	error handling	Keyword extracted from 'reliability': error handling	"{""source_term"": ""reliability"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.220374""}"	2026-08-03T11:47:42.220376	2026-08-03T11:47:42.220377	"[""ERROR_MESSAGES_CONCEPT""]"
KW_EXCEPTION	exception	Keyword extracted from 'reliability': exception	"{""source_term"": ""reliability"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.220380""}"	2026-08-03T11:47:42.220382	2026-08-03T11:47:42.220383	"[""RUNTIME_ERRORS""]"
KW_ROUTER	router	Keyword extracted from 'router': router	"{""source_term"": ""router"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.220385""}"	2026-08-03T11:47:42.220387	2026-08-03T11:47:42.220388	"[""ROUTERS_SWITCHES_CONCEPT""]"
