code	name	description	lo_type	parent_lo_code	concept_codes
SIO-HEAP-SNAPSHOT-MEMORY-LEAK-AUDIT	Audit Memory Leaks via Heap Snapshots	Người học có khả năng trích xuất Heap Snapshot để phát hiện điểm rò rỉ bộ nhớ RAM.	SPECIFIC_IMPL	CIO-STEP-BY-STEP-DEBUGGING-PROFILING	RUNTIME_INSPECTOR_DEBUGGING
SIO-GARBAGE-COLLECTION-FLAGS	Monitor Memory Allocation and Garbage Collection Cycles	Người học có khả năng kích hoạt cờ --trace-gc để theo dõi chu kỳ dọn dẹp bộ nhớ Garbage Collection.	SPECIFIC_IMPL	CIO-STEP-BY-STEP-DEBUGGING-PROFILING	RUNTIME_INSPECTOR_DEBUGGING
ULO-BUILTIN-SYSTEM-UTILITIES	Master Builtin System Utilities and Cryptography	Người học có khả năng làm chủ các module tiện ích hệ thống và thao tác mã hóa mật mã.	UNIVERSAL		BUILTIN_SYSTEM_UTILITIES
CIO-SYSTEM-RESOURCE-CRYPTOGRAPHY-UTILITY	Utilize Native System Cryptography and Resource Utilities	Người học có khả năng bảo mật dữ liệu qua hàm mã hóa hash/cipher và đọc chỉ số phần cứng.	CONCEPTUAL_IMPL	ULO-BUILTIN-SYSTEM-UTILITIES	BUILTIN_SYSTEM_UTILITIES
SIO-NODEJS-CRYPTO-HASH-CIPHER	Hash and Encrypt Payloads with Crypto Module	Người học có khả năng tạo mã băm SHA-256 và mã hóa dữ liệu AES bằng module crypto.	SPECIFIC_IMPL	CIO-SYSTEM-RESOURCE-CRYPTOGRAPHY-UTILITY	BUILTIN_SYSTEM_UTILITIES
SIO-NODEJS-OS-SYSTEM-METRICS	Query CPU and Memory Info with OS Module	Người học có khả năng đọc thông số dung lượng RAM, số nhân CPU bằng module os.	SPECIFIC_IMPL	CIO-SYSTEM-RESOURCE-CRYPTOGRAPHY-UTILITY	BUILTIN_SYSTEM_UTILITIES
SIO-NODEJS-UTIL-PROMISIFY-HELPER	Convert Callback Functions with util.promisify	Người học có khả năng chuyển đổi các hàm dạng callback sang Promise bằng util.promisify().	SPECIFIC_IMPL	CIO-SYSTEM-RESOURCE-CRYPTOGRAPHY-UTILITY	BUILTIN_SYSTEM_UTILITIES
ULO-ROBUST-ERROR-HANDLING-EXCEPTIONS	Master Robust Error Handling and Exception Management	Người học có khả năng làm chủ chiến lược kiểm soát và khoanh vùng ngoại lệ hệ thống.	UNIVERSAL		ROBUST_ERROR_HANDLING_EXCEPTIONS
CIO-EXCEPTIONAL-FLOW-ISOLATION	Isolate Synchronous and Asynchronous Exception Flows	Người học có khả năng bọc và xử lý lỗi hệ thống không để tiến trình ứng dụng bị dừng đột ngột.	CONCEPTUAL_IMPL	ULO-ROBUST-ERROR-HANDLING-EXCEPTIONS	ROBUST_ERROR_HANDLING_EXCEPTIONS
SIO-CUSTOM-ERROR-CLASSES-INHERIT	Create Custom Exception Classes with Stack Traces	Người học có khả năng kế thừa lớp Error tạo các ngoại lệ tùy chỉnh có lưu vết stack trace.	SPECIFIC_IMPL	CIO-EXCEPTIONAL-FLOW-ISOLATION	ROBUST_ERROR_HANDLING_EXCEPTIONS
SIO-UNCAUGHT-EXCEPTION-PROCESS-LISTEN	Handle uncaughtException and unhandledRejection Signals	Người học có khả năng đăng ký sự kiện lắng nghe lỗi toàn cục trên đối tượng process.	SPECIFIC_IMPL	CIO-EXCEPTIONAL-FLOW-ISOLATION	ROBUST_ERROR_HANDLING_EXCEPTIONS
SIO-ASYNC-TRY-CATCH-WRAPPER	Wrap Async Functions with Express Error Handlers	Người học có khả năng bọc hàm async route handler tự động chuyển lỗi sang middleware.	SPECIFIC_IMPL	CIO-EXCEPTIONAL-FLOW-ISOLATION	ROBUST_ERROR_HANDLING_EXCEPTIONS
