code	name	description	metadata	created_at	updated_at	concept_codes
KW_SERVICES	services	Keyword extracted from concept 'Cloud Service Models': services	"{""source"": ""concept_extraction"", ""source_concept"": ""CLOUD_MODELS_IAAS_PAAS_SAAS"", ""extracted_at"": ""2026-08-03T11:55:45.103231""}"	2026-08-03T11:55:45.103233	2026-08-03T11:55:45.103234	"[""CLOUD_MODELS_IAAS_PAAS_SAAS""]"
KW_SERVICE	service	Keyword extracted from concept 'Cloud Service Models': service	"{""source"": ""concept_extraction"", ""source_concept"": ""CLOUD_MODELS_IAAS_PAAS_SAAS"", ""extracted_at"": ""2026-08-03T11:55:45.103236""}"	2026-08-03T11:55:45.103238	2026-08-03T11:55:45.103239	"[""CLOUD_MODELS_IAAS_PAAS_SAAS""]"
KW_MODELS	models	Keyword extracted from concept 'Cloud Service Models': models	"{""source"": ""concept_extraction"", ""source_concept"": ""CLOUD_MODELS_IAAS_PAAS_SAAS"", ""extracted_at"": ""2026-08-03T11:55:45.103241""}"	2026-08-03T11:55:45.103243	2026-08-03T11:55:45.103244	"[""CLOUD_MODELS_IAAS_PAAS_SAAS""]"
KW_CLOUD	cloud	Keyword extracted from concept 'Cloud Service Models': cloud	"{""source"": ""concept_extraction"", ""source_concept"": ""CLOUD_MODELS_IAAS_PAAS_SAAS"", ""extracted_at"": ""2026-08-03T11:55:45.103245""}"	2026-08-03T11:55:45.103248	2026-08-03T11:55:45.103248	"[""CLOUD_MODELS_IAAS_PAAS_SAAS""]"
KW_KHAI	khai	Keyword extracted from concept 'Cloud Deployment Models': khai	"{""source"": ""concept_extraction"", ""source_concept"": ""CLOUD_DEPLOYMENT_MODELS"", ""extracted_at"": ""2026-08-03T11:55:45.103260""}"	2026-08-03T11:55:45.103263	2026-08-03T11:55:45.103263	"[""CLOUD_DEPLOYMENT_MODELS""]"
KW_DEPLOYMENT	deployment	Keyword extracted from concept 'Cloud Deployment Models': deployment	"{""source"": ""concept_extraction"", ""source_concept"": ""CLOUD_DEPLOYMENT_MODELS"", ""extracted_at"": ""2026-08-03T11:55:45.103270""}"	2026-08-03T11:55:45.103272	2026-08-03T11:55:45.103273	"[""CLOUD_DEPLOYMENT_MODELS""]"
KW_HYBRID	hybrid	Keyword extracted from concept 'Cloud Deployment Models': hybrid	"{""source"": ""concept_extraction"", ""source_concept"": ""CLOUD_DEPLOYMENT_MODELS"", ""extracted_at"": ""2026-08-03T11:55:45.103274""}"	2026-08-03T11:55:45.103277	2026-08-03T11:55:45.103277	"[""CLOUD_DEPLOYMENT_MODELS""]"
KW_VIRTUALIZATION	virtualization	Keyword extracted from concept 'Virtualization Concept': virtualization	"{""source"": ""concept_extraction"", ""source_concept"": ""VIRTUALIZATION"", ""extracted_at"": ""2026-08-03T11:55:45.103285""}"	2026-08-03T11:55:45.103287	2026-08-03T11:55:45.103288	"[""VIRTUALIZATION""]"
KW_HYPERVISOR	hypervisor	Keyword extracted from concept 'Virtualization Concept': hypervisor	"{""source"": ""concept_extraction"", ""source_concept"": ""VIRTUALIZATION"", ""extracted_at"": ""2026-08-03T11:55:45.103294""}"	2026-08-03T11:55:45.103297	2026-08-03T11:55:45.103297	"[""VIRTUALIZATION""]"
KW_PROCESSING	processing	Keyword extracted from concept 'MapReduce Concept': processing	"{""source"": ""concept_extraction"", ""source_concept"": ""MAPREDUCE_CONCEPT"", ""extracted_at"": ""2026-08-03T11:55:45.103300""}"	2026-08-03T11:55:45.103302	2026-08-03T11:55:45.103303	"[""MAPREDUCE_CONCEPT""]"
KW_BIG	big	Keyword extracted from concept 'MapReduce Concept': big	"{""source"": ""concept_extraction"", ""source_concept"": ""MAPREDUCE_CONCEPT"", ""extracted_at"": ""2026-08-03T11:55:45.103310""}"	2026-08-03T11:55:45.103312	2026-08-03T11:55:45.103312	"[""MAPREDUCE_CONCEPT""]"
KW_SONG	song	Keyword extracted from concept 'MapReduce Concept': song	"{""source"": ""concept_extraction"", ""source_concept"": ""MAPREDUCE_CONCEPT"", ""extracted_at"": ""2026-08-03T11:55:45.103319""}"	2026-08-03T11:55:45.103321	2026-08-03T11:55:45.103322	"[""MAPREDUCE_CONCEPT""]"
KW_DISTRIBUTED	distributed	Keyword extracted from concept 'MapReduce Concept': distributed	"{""source"": ""concept_extraction"", ""source_concept"": ""MAPREDUCE_CONCEPT"", ""extracted_at"": ""2026-08-03T11:55:45.103324""}"	2026-08-03T11:55:45.103326	2026-08-03T11:55:45.103327	"[""MAPREDUCE_CONCEPT""]"
KW_REDUCE	reduce	Keyword extracted from concept 'MapReduce Concept': reduce	"{""source"": ""concept_extraction"", ""source_concept"": ""MAPREDUCE_CONCEPT"", ""extracted_at"": ""2026-08-03T11:55:45.103328""}"	2026-08-03T11:55:45.103331	2026-08-03T11:55:45.103331	"[""MAPREDUCE_CONCEPT""]"
KW_TOLERANCE	tolerance	Keyword extracted from concept 'CAP Theorem': tolerance	"{""source"": ""concept_extraction"", ""source_concept"": ""CAP_THEOREM"", ""extracted_at"": ""2026-08-03T11:55:45.103334""}"	2026-08-03T11:55:45.103336	2026-08-03T11:55:45.103337	"[""CAP_THEOREM""]"
KW_AVAILABILITY	availability	Keyword extracted from concept 'CAP Theorem': availability	"{""source"": ""concept_extraction"", ""source_concept"": ""CAP_THEOREM"", ""extracted_at"": ""2026-08-03T11:55:45.103339""}"	2026-08-03T11:55:45.103341	2026-08-03T11:55:45.103342	"[""CAP_THEOREM""]"
KW_CONSISTENCY	consistency	Keyword extracted from concept 'CAP Theorem': consistency	"{""source"": ""concept_extraction"", ""source_concept"": ""CAP_THEOREM"", ""extracted_at"": ""2026-08-03T11:55:45.103348""}"	2026-08-03T11:55:45.103351	2026-08-03T11:55:45.103351	"[""CAP_THEOREM""]"
KW_PARTITION	partition	Keyword extracted from concept 'CAP Theorem': partition	"{""source"": ""concept_extraction"", ""source_concept"": ""CAP_THEOREM"", ""extracted_at"": ""2026-08-03T11:55:45.103358""}"	2026-08-03T11:55:45.103361	2026-08-03T11:55:45.103361	"[""CAP_THEOREM""]"
KW_SYSTEMS	systems	Keyword extracted from concept 'CAP Theorem': systems	"{""source"": ""concept_extraction"", ""source_concept"": ""CAP_THEOREM"", ""extracted_at"": ""2026-08-03T11:55:45.103363""}"	2026-08-03T11:55:45.103365	2026-08-03T11:55:45.103366	"[""CAP_THEOREM""]"
KW_THEOREM	theorem	Keyword extracted from concept 'CAP Theorem': theorem	"{""source"": ""concept_extraction"", ""source_concept"": ""CAP_THEOREM"", ""extracted_at"": ""2026-08-03T11:55:45.103368""}"	2026-08-03T11:55:45.103370	2026-08-03T11:55:45.103371	"[""CAP_THEOREM""]"
KW_SUPERVISED	supervised	Keyword extracted from concept 'Regression vs. Classification': supervised	"{""source"": ""concept_extraction"", ""source_concept"": ""REGRESSION_CLASSIFICATION"", ""extracted_at"": ""2026-08-03T11:55:45.103378""}"	2026-08-03T11:55:45.103380	2026-08-03T11:55:45.103381	"[""REGRESSION_CLASSIFICATION""]"
KW_CLASSIFICATION	classification	Keyword extracted from concept 'Regression vs. Classification': classification	"{""source"": ""concept_extraction"", ""source_concept"": ""REGRESSION_CLASSIFICATION"", ""extracted_at"": ""2026-08-03T11:55:45.103383""}"	2026-08-03T11:55:45.103386	2026-08-03T11:55:45.103386	"[""REGRESSION_CLASSIFICATION""]"
KW_LEARNING	learning	Keyword extracted from concept 'Regression vs. Classification': learning	"{""source"": ""concept_extraction"", ""source_concept"": ""REGRESSION_CLASSIFICATION"", ""extracted_at"": ""2026-08-03T11:55:45.103388""}"	2026-08-03T11:55:45.103390	2026-08-03T11:55:45.103391	"[""REGRESSION_CLASSIFICATION""]"
KW_REGRESSION	regression	Keyword extracted from concept 'Regression vs. Classification': regression	"{""source"": ""concept_extraction"", ""source_concept"": ""REGRESSION_CLASSIFICATION"", ""extracted_at"": ""2026-08-03T11:55:45.103393""}"	2026-08-03T11:55:45.103395	2026-08-03T11:55:45.103396	"[""REGRESSION_CLASSIFICATION""]"
KW_CLUSTERING	clustering	Keyword extracted from concept 'Clustering Algorithms': clustering	"{""source"": ""concept_extraction"", ""source_concept"": ""CLUSTERING_ALGORITHMS"", ""extracted_at"": ""2026-08-03T11:55:45.103403""}"	2026-08-03T11:55:45.103405	2026-08-03T11:55:45.103406	"[""CLUSTERING_ALGORITHMS""]"
KW_MEANS	means	Keyword extracted from concept 'Clustering Algorithms': means	"{""source"": ""concept_extraction"", ""source_concept"": ""CLUSTERING_ALGORITHMS"", ""extracted_at"": ""2026-08-03T11:55:45.103408""}"	2026-08-03T11:55:45.103410	2026-08-03T11:55:45.103411	"[""CLUSTERING_ALGORITHMS""]"
KW_UNSUPERVISED	unsupervised	Keyword extracted from concept 'Clustering Algorithms': unsupervised	"{""source"": ""concept_extraction"", ""source_concept"": ""CLUSTERING_ALGORITHMS"", ""extracted_at"": ""2026-08-03T11:55:45.103413""}"	2026-08-03T11:55:45.103415	2026-08-03T11:55:45.103416	"[""CLUSTERING_ALGORITHMS""]"
KW_NEURAL	neural	Keyword extracted from concept 'Neural Networks Basics': neural	"{""source"": ""concept_extraction"", ""source_concept"": ""NEURAL_NETWORKS_BASICS"", ""extracted_at"": ""2026-08-03T11:55:45.103433""}"	2026-08-03T11:55:45.103436	2026-08-03T11:55:45.103437	"[""NEURAL_NETWORKS_BASICS""]"
KW_NETWORKS	networks	Keyword extracted from concept 'Neural Networks Basics': networks	"{""source"": ""concept_extraction"", ""source_concept"": ""NEURAL_NETWORKS_BASICS"", ""extracted_at"": ""2026-08-03T11:55:45.103439""}"	2026-08-03T11:55:45.103441	2026-08-03T11:55:45.103442	"[""NEURAL_NETWORKS_BASICS""]"
KW_LAYER	layer	Keyword extracted from concept 'Neural Networks Basics': layer	"{""source"": ""concept_extraction"", ""source_concept"": ""NEURAL_NETWORKS_BASICS"", ""extracted_at"": ""2026-08-03T11:55:45.103444""}"	2026-08-03T11:55:45.103446	2026-08-03T11:55:45.103447	"[""NEURAL_NETWORKS_BASICS""]"
KW_ACTIVATION	activation	Keyword extracted from concept 'Neural Networks Basics': activation	"{""source"": ""concept_extraction"", ""source_concept"": ""NEURAL_NETWORKS_BASICS"", ""extracted_at"": ""2026-08-03T11:55:45.103453""}"	2026-08-03T11:55:45.103455	2026-08-03T11:55:45.103456	"[""NEURAL_NETWORKS_BASICS""]"
KW_NEURON	neuron	Keyword extracted from concept 'Neural Networks Basics': neuron	"{""source"": ""concept_extraction"", ""source_concept"": ""NEURAL_NETWORKS_BASICS"", ""extracted_at"": ""2026-08-03T11:55:45.103458""}"	2026-08-03T11:55:45.103460	2026-08-03T11:55:45.103461	"[""NEURAL_NETWORKS_BASICS""]"
KW_HISTORY	history	Keyword extracted from concept 'History and Milestones of AI': history	"{""source"": ""concept_extraction"", ""source_concept"": ""AI_HISTORY_MILESTONES"", ""extracted_at"": ""2026-08-03T11:55:45.103468""}"	2026-08-03T11:55:45.103470	2026-08-03T11:55:45.103471	"[""AI_HISTORY_MILESTONES""]"
KW_MILESTONES	milestones	Keyword extracted from concept 'History and Milestones of AI': milestones	"{""source"": ""concept_extraction"", ""source_concept"": ""AI_HISTORY_MILESTONES"", ""extracted_at"": ""2026-08-03T11:55:45.103473""}"	2026-08-03T11:55:45.103475	2026-08-03T11:55:45.103476	"[""AI_HISTORY_MILESTONES""]"
KW_DEEP	deep	Keyword extracted from concept 'History and Milestones of AI': deep	"{""source"": ""concept_extraction"", ""source_concept"": ""AI_HISTORY_MILESTONES"", ""extracted_at"": ""2026-08-03T11:55:45.103482""}"	2026-08-03T11:55:45.103486	2026-08-03T11:55:45.103487	"[""AI_HISTORY_MILESTONES""]"
KW_TURING	turing	Keyword extracted from concept 'History and Milestones of AI': turing	"{""source"": ""concept_extraction"", ""source_concept"": ""AI_HISTORY_MILESTONES"", ""extracted_at"": ""2026-08-03T11:55:45.103493""}"	2026-08-03T11:55:45.103495	2026-08-03T11:55:45.103496	"[""AI_HISTORY_MILESTONES""]"
KW_STRONG	strong	Keyword extracted from concept 'Types of AI: Narrow vs. General': strong	"{""source"": ""concept_extraction"", ""source_concept"": ""TYPES_OF_AI"", ""extracted_at"": ""2026-08-03T11:55:45.103509""}"	2026-08-03T11:55:45.103512	2026-08-03T11:55:45.103512	"[""TYPES_OF_AI""]"
KW_NARROW	narrow	Keyword extracted from concept 'Types of AI: Narrow vs. General': narrow	"{""source"": ""concept_extraction"", ""source_concept"": ""TYPES_OF_AI"", ""extracted_at"": ""2026-08-03T11:55:45.103519""}"	2026-08-03T11:55:45.103521	2026-08-03T11:55:45.103522	"[""TYPES_OF_AI""]"
KW_GENERAL	general	Keyword extracted from concept 'Types of AI: Narrow vs. General': general	"{""source"": ""concept_extraction"", ""source_concept"": ""TYPES_OF_AI"", ""extracted_at"": ""2026-08-03T11:55:45.103523""}"	2026-08-03T11:55:45.103526	2026-08-03T11:55:45.103526	"[""TYPES_OF_AI""]"
KW_STATE	state	Keyword extracted from concept 'Reinforcement Learning Basics': state	"{""source"": ""concept_extraction"", ""source_concept"": ""REINFORCEMENT_LEARNING_BASICS"", ""extracted_at"": ""2026-08-03T11:55:45.103529""}"	2026-08-03T11:55:45.103531	2026-08-03T11:55:45.103532	"[""REINFORCEMENT_LEARNING_BASICS""]"
KW_REWARD	reward	Keyword extracted from concept 'Reinforcement Learning Basics': reward	"{""source"": ""concept_extraction"", ""source_concept"": ""REINFORCEMENT_LEARNING_BASICS"", ""extracted_at"": ""2026-08-03T11:55:45.103535""}"	2026-08-03T11:55:45.103537	2026-08-03T11:55:45.103538	"[""REINFORCEMENT_LEARNING_BASICS""]"
KW_REINFORCEMENT	reinforcement	Keyword extracted from concept 'Reinforcement Learning Basics': reinforcement	"{""source"": ""concept_extraction"", ""source_concept"": ""REINFORCEMENT_LEARNING_BASICS"", ""extracted_at"": ""2026-08-03T11:55:45.103540""}"	2026-08-03T11:55:45.103543	2026-08-03T11:55:45.103543	"[""REINFORCEMENT_LEARNING_BASICS""]"
KW_AGENT	agent	Keyword extracted from concept 'Reinforcement Learning Basics': agent	"{""source"": ""concept_extraction"", ""source_concept"": ""REINFORCEMENT_LEARNING_BASICS"", ""extracted_at"": ""2026-08-03T11:55:45.103550""}"	2026-08-03T11:55:45.103552	2026-08-03T11:55:45.103553	"[""REINFORCEMENT_LEARNING_BASICS""]"
KW_ACTION	action	Keyword extracted from concept 'Reinforcement Learning Basics': action	"{""source"": ""concept_extraction"", ""source_concept"": ""REINFORCEMENT_LEARNING_BASICS"", ""extracted_at"": ""2026-08-03T11:55:45.103555""}"	2026-08-03T11:55:45.103557	2026-08-03T11:55:45.103558	"[""REINFORCEMENT_LEARNING_BASICS""]"
KW_ENVIRONMENT	environment	Keyword extracted from concept 'Reinforcement Learning Basics': environment	"{""source"": ""concept_extraction"", ""source_concept"": ""REINFORCEMENT_LEARNING_BASICS"", ""extracted_at"": ""2026-08-03T11:55:45.103559""}"	2026-08-03T11:55:45.103562	2026-08-03T11:55:45.103562	"[""REINFORCEMENT_LEARNING_BASICS""]"
KW_TRAINING	training	Keyword extracted from concept 'Bias in AI': training	"{""source"": ""concept_extraction"", ""source_concept"": ""AI_BIAS"", ""extracted_at"": ""2026-08-03T11:55:45.103570""}"	2026-08-03T11:55:45.103572	2026-08-03T11:55:45.103573	"[""AI_BIAS""]"
KW_FAIRNESS	fairness	Keyword extracted from concept 'Bias in AI': fairness	"{""source"": ""concept_extraction"", ""source_concept"": ""AI_BIAS"", ""extracted_at"": ""2026-08-03T11:55:45.103584""}"	2026-08-03T11:55:45.103586	2026-08-03T11:55:45.103587	"[""AI_BIAS""]"
KW_ETHICS	ethics	Keyword extracted from concept 'Bias in AI': ethics	"{""source"": ""concept_extraction"", ""source_concept"": ""AI_BIAS"", ""extracted_at"": ""2026-08-03T11:55:45.103589""}"	2026-08-03T11:55:45.103591	2026-08-03T11:55:45.103592	"[""AI_BIAS""]"
KW_BIAS	bias	Keyword extracted from concept 'Bias in AI': bias	"{""source"": ""concept_extraction"", ""source_concept"": ""AI_BIAS"", ""extracted_at"": ""2026-08-03T11:55:45.103593""}"	2026-08-03T11:55:45.103595	2026-08-03T11:55:45.103596	"[""AI_BIAS""]"
KW_SOCIETAL	societal	Keyword extracted from concept 'Algorithmic Bias in Society': societal	"{""source"": ""concept_extraction"", ""source_concept"": ""ALGORITHMIC_BIAS_SOCIETY"", ""extracted_at"": ""2026-08-03T11:55:45.103604""}"	2026-08-03T11:55:45.103606	2026-08-03T11:55:45.103607	"[""ALGORITHMIC_BIAS_SOCIETY""]"
KW_ALGORITHMIC	algorithmic	Keyword extracted from concept 'Algorithmic Bias in Society': algorithmic	"{""source"": ""concept_extraction"", ""source_concept"": ""ALGORITHMIC_BIAS_SOCIETY"", ""extracted_at"": ""2026-08-03T11:55:45.103608""}"	2026-08-03T11:55:45.103611	2026-08-03T11:55:45.103611	"[""ALGORITHMIC_BIAS_SOCIETY""]"
KW_SOCIETY	society	Keyword extracted from concept 'Algorithmic Bias in Society': society	"{""source"": ""concept_extraction"", ""source_concept"": ""ALGORITHMIC_BIAS_SOCIETY"", ""extracted_at"": ""2026-08-03T11:55:45.103613""}"	2026-08-03T11:55:45.103615	2026-08-03T11:55:45.103616	"[""ALGORITHMIC_BIAS_SOCIETY""]"
KW_IMPACT	impact	Keyword extracted from concept 'Algorithmic Bias in Society': impact	"{""source"": ""concept_extraction"", ""source_concept"": ""ALGORITHMIC_BIAS_SOCIETY"", ""extracted_at"": ""2026-08-03T11:55:45.103632""}"	2026-08-03T11:55:45.103635	2026-08-03T11:55:45.103635	"[""ALGORITHMIC_BIAS_SOCIETY""]"
KW_SUBSCRIBE	subscribe	Keyword extracted from concept 'IoT Messaging Protocols (MQTT)': subscribe	"{""source"": ""concept_extraction"", ""source_concept"": ""IOT_PROTOCOLS_MQTT_CONCEPT"", ""extracted_at"": ""2026-08-03T11:55:45.103638""}"	2026-08-03T11:55:45.103640	2026-08-03T11:55:45.103641	"[""IOT_PROTOCOLS_MQTT_CONCEPT""]"
KW_PROTOCOLS	protocols	Keyword extracted from concept 'IoT Messaging Protocols (MQTT)': protocols	"{""source"": ""concept_extraction"", ""source_concept"": ""IOT_PROTOCOLS_MQTT_CONCEPT"", ""extracted_at"": ""2026-08-03T11:55:45.103643""}"	2026-08-03T11:55:45.103645	2026-08-03T11:55:45.103646	"[""IOT_PROTOCOLS_MQTT_CONCEPT""]"
KW_THEO	theo	Keyword extracted from concept 'IoT Messaging Protocols (MQTT)': theo	"{""source"": ""concept_extraction"", ""source_concept"": ""IOT_PROTOCOLS_MQTT_CONCEPT"", ""extracted_at"": ""2026-08-03T11:55:45.103647""}"	2026-08-03T11:55:45.103650	2026-08-03T11:55:45.103650	"[""IOT_PROTOCOLS_MQTT_CONCEPT""]"
KW_MESSAGING	messaging	Keyword extracted from concept 'IoT Messaging Protocols (MQTT)': messaging	"{""source"": ""concept_extraction"", ""source_concept"": ""IOT_PROTOCOLS_MQTT_CONCEPT"", ""extracted_at"": ""2026-08-03T11:55:45.103652""}"	2026-08-03T11:55:45.103656	2026-08-03T11:55:45.103657	"[""IOT_PROTOCOLS_MQTT_CONCEPT""]"
KW_PUBLISH	publish	Keyword extracted from concept 'IoT Messaging Protocols (MQTT)': publish	"{""source"": ""concept_extraction"", ""source_concept"": ""IOT_PROTOCOLS_MQTT_CONCEPT"", ""extracted_at"": ""2026-08-03T11:55:45.103663""}"	2026-08-03T11:55:45.103666	2026-08-03T11:55:45.103666	"[""IOT_PROTOCOLS_MQTT_CONCEPT""]"
KW_BOTNET	botnet	Keyword extracted from concept 'Common IoT Security Threats': botnet	"{""source"": ""concept_extraction"", ""source_concept"": ""IOT_SECURITY_THREATS"", ""extracted_at"": ""2026-08-03T11:55:45.103669""}"	2026-08-03T11:55:45.103671	2026-08-03T11:55:45.103672	"[""IOT_SECURITY_THREATS""]"
KW_THREATS	threats	Keyword extracted from concept 'Common IoT Security Threats': threats	"{""source"": ""concept_extraction"", ""source_concept"": ""IOT_SECURITY_THREATS"", ""extracted_at"": ""2026-08-03T11:55:45.103674""}"	2026-08-03T11:55:45.103676	2026-08-03T11:55:45.103677	"[""IOT_SECURITY_THREATS""]"
KW_SECURITY	security	Keyword extracted from concept 'Common IoT Security Threats': security	"{""source"": ""concept_extraction"", ""source_concept"": ""IOT_SECURITY_THREATS"", ""extracted_at"": ""2026-08-03T11:55:45.103678""}"	2026-08-03T11:55:45.103680	2026-08-03T11:55:45.103681	"[""IOT_SECURITY_THREATS""]"
KW_COMMON	common	Keyword extracted from concept 'Common IoT Security Threats': common	"{""source"": ""concept_extraction"", ""source_concept"": ""IOT_SECURITY_THREATS"", ""extracted_at"": ""2026-08-03T11:55:45.103683""}"	2026-08-03T11:55:45.103685	2026-08-03T11:55:45.103686	"[""IOT_SECURITY_THREATS""]"
KW_FIRMWARE	firmware	Keyword extracted from concept 'Common IoT Security Threats': firmware	"{""source"": ""concept_extraction"", ""source_concept"": ""IOT_SECURITY_THREATS"", ""extracted_at"": ""2026-08-03T11:55:45.103692""}"	2026-08-03T11:55:45.103694	2026-08-03T11:55:45.103695	"[""IOT_SECURITY_THREATS""]"
KW_MINH	minh	Keyword extracted from concept 'IoT Safety Risks': minh	"{""source"": ""concept_extraction"", ""source_concept"": ""IOT_SAFETY_RISKS"", ""extracted_at"": ""2026-08-03T11:55:45.103698""}"	2026-08-03T11:55:45.103700	2026-08-03T11:55:45.103701	"[""IOT_SAFETY_RISKS""]"
KW_RISKS	risks	Keyword extracted from concept 'IoT Safety Risks': risks	"{""source"": ""concept_extraction"", ""source_concept"": ""IOT_SAFETY_RISKS"", ""extracted_at"": ""2026-08-03T11:55:45.103703""}"	2026-08-03T11:55:45.103705	2026-08-03T11:55:45.103706	"[""IOT_SAFETY_RISKS""]"
KW_SAFETY	safety	Keyword extracted from concept 'IoT Safety Risks': safety	"{""source"": ""concept_extraction"", ""source_concept"": ""IOT_SAFETY_RISKS"", ""extracted_at"": ""2026-08-03T11:55:45.103722""}"	2026-08-03T11:55:45.103725	2026-08-03T11:55:45.103726	"[""IOT_SAFETY_RISKS""]"
KW_CRITICAL	critical	Keyword extracted from concept 'IoT Safety Risks': critical	"{""source"": ""concept_extraction"", ""source_concept"": ""IOT_SAFETY_RISKS"", ""extracted_at"": ""2026-08-03T11:55:45.103728""}"	2026-08-03T11:55:45.103731	2026-08-03T11:55:45.103731	"[""IOT_SAFETY_RISKS""]"
KW_RISK	risk	Keyword extracted from concept 'IoT Safety Risks': risk	"{""source"": ""concept_extraction"", ""source_concept"": ""IOT_SAFETY_RISKS"", ""extracted_at"": ""2026-08-03T11:55:45.103734""}"	2026-08-03T11:55:45.103737	2026-08-03T11:55:45.103737	"[""IOT_SAFETY_RISKS""]"
KW_FRAGMENT	fragment	Keyword extracted from concept 'Graphics Rendering Pipeline': fragment	"{""source"": ""concept_extraction"", ""source_concept"": ""RENDERING_PIPELINE"", ""extracted_at"": ""2026-08-03T11:55:45.103740""}"	2026-08-03T11:55:45.103743	2026-08-03T11:55:45.103743	"[""RENDERING_PIPELINE""]"
KW_RENDERING	rendering	Keyword extracted from concept 'Graphics Rendering Pipeline': rendering	"{""source"": ""concept_extraction"", ""source_concept"": ""RENDERING_PIPELINE"", ""extracted_at"": ""2026-08-03T11:55:45.103750""}"	2026-08-03T11:55:45.103753	2026-08-03T11:55:45.103753	"[""RENDERING_PIPELINE""]"
KW_VERTEX	vertex	Keyword extracted from concept 'Graphics Rendering Pipeline': vertex	"{""source"": ""concept_extraction"", ""source_concept"": ""RENDERING_PIPELINE"", ""extracted_at"": ""2026-08-03T11:55:45.103755""}"	2026-08-03T11:55:45.103757	2026-08-03T11:55:45.103758	"[""RENDERING_PIPELINE""]"
KW_PIPELINE	pipeline	Keyword extracted from concept 'Graphics Rendering Pipeline': pipeline	"{""source"": ""concept_extraction"", ""source_concept"": ""RENDERING_PIPELINE"", ""extracted_at"": ""2026-08-03T11:55:45.103760""}"	2026-08-03T11:55:45.103762	2026-08-03T11:55:45.103763	"[""RENDERING_PIPELINE""]"
KW_GRAPHICS	graphics	Keyword extracted from concept 'Graphics Rendering Pipeline': graphics	"{""source"": ""concept_extraction"", ""source_concept"": ""RENDERING_PIPELINE"", ""extracted_at"": ""2026-08-03T11:55:45.103765""}"	2026-08-03T11:55:45.103767	2026-08-03T11:55:45.103768	"[""RENDERING_PIPELINE""]"
KW_GIAI	giai	Keyword extracted from concept 'Graphics Rendering Pipeline': giai	"{""source"": ""concept_extraction"", ""source_concept"": ""RENDERING_PIPELINE"", ""extracted_at"": ""2026-08-03T11:55:45.103769""}"	2026-08-03T11:55:45.103772	2026-08-03T11:55:45.103772	"[""RENDERING_PIPELINE""]"
KW_SHADER	shader	Keyword extracted from concept 'Graphics Rendering Pipeline': shader	"{""source"": ""concept_extraction"", ""source_concept"": ""RENDERING_PIPELINE"", ""extracted_at"": ""2026-08-03T11:55:45.103774""}"	2026-08-03T11:55:45.103776	2026-08-03T11:55:45.103777	"[""RENDERING_PIPELINE""]"
KW_PIXEL	pixel	Keyword extracted from concept 'Graphics Rendering Pipeline': pixel	"{""source"": ""concept_extraction"", ""source_concept"": ""RENDERING_PIPELINE"", ""extracted_at"": ""2026-08-03T11:55:45.103779""}"	2026-08-03T11:55:45.103781	2026-08-03T11:55:45.103782	"[""RENDERING_PIPELINE""]"
KW_SIMULATION	simulation	Keyword extracted from concept 'Simulation Modeling': simulation	"{""source"": ""concept_extraction"", ""source_concept"": ""SIMULATION_MODELING"", ""extracted_at"": ""2026-08-03T11:55:45.103785""}"	2026-08-03T11:55:45.103787	2026-08-03T11:55:45.103788	"[""SIMULATION_MODELING""]"
KW_ENGINE	engine	Keyword extracted from concept 'Simulation Modeling': engine	"{""source"": ""concept_extraction"", ""source_concept"": ""SIMULATION_MODELING"", ""extracted_at"": ""2026-08-03T11:55:45.103795""}"	2026-08-03T11:55:45.103797	2026-08-03T11:55:45.103798	"[""SIMULATION_MODELING""]"
KW_PHYSICS	physics	Keyword extracted from concept 'Simulation Modeling': physics	"{""source"": ""concept_extraction"", ""source_concept"": ""SIMULATION_MODELING"", ""extracted_at"": ""2026-08-03T11:55:45.103799""}"	2026-08-03T11:55:45.103802	2026-08-03T11:55:45.103802	"[""SIMULATION_MODELING""]"
KW_MODELING	modeling	Keyword extracted from concept 'Simulation Modeling': modeling	"{""source"": ""concept_extraction"", ""source_concept"": ""SIMULATION_MODELING"", ""extracted_at"": ""2026-08-03T11:55:45.103804""}"	2026-08-03T11:55:45.103806	2026-08-03T11:55:45.103807	"[""SIMULATION_MODELING""]"
KW_TRANSLATION	translation	Keyword extracted from concept '2D/3D Geometric Transformations': translation	"{""source"": ""concept_extraction"", ""source_concept"": ""2D_3D_TRANSFORMATIONS_MATH"", ""extracted_at"": ""2026-08-03T11:55:45.103810""}"	2026-08-03T11:55:45.103812	2026-08-03T11:55:45.103813	"[""2D_3D_TRANSFORMATIONS_MATH""]"
KW_MATRIX	matrix	Keyword extracted from concept '2D/3D Geometric Transformations': matrix	"{""source"": ""concept_extraction"", ""source_concept"": ""2D_3D_TRANSFORMATIONS_MATH"", ""extracted_at"": ""2026-08-03T11:55:45.103816""}"	2026-08-03T11:55:45.103819	2026-08-03T11:55:45.103819	"[""2D_3D_TRANSFORMATIONS_MATH""]"
KW_SCALING	scaling	Keyword extracted from concept '2D/3D Geometric Transformations': scaling	"{""source"": ""concept_extraction"", ""source_concept"": ""2D_3D_TRANSFORMATIONS_MATH"", ""extracted_at"": ""2026-08-03T11:55:45.103821""}"	2026-08-03T11:55:45.103824	2026-08-03T11:55:45.103824	"[""2D_3D_TRANSFORMATIONS_MATH""]"
