lt_id,lt_name,band,reference_content,comparison_framework,comparison_content,comparison_source_label,confidence,issue_type,notes
NETIQUETTE,Netiquette (Online Etiquette),Secondary,"Nắm vững các quy tắc ứng xử phù hợp khi giao tiếp trực tuyến, như cách viết email, bình luận và tham gia thảo luận một cách chuyên nghiệp.",OECD PISA 2025/2028 Frameworks,"Bao gồm các kỹ năng sử dụng thành thạo và hiệu quả các công cụ kỹ thuật số để giao tiếp, cộng tác, quản lý thông tin và giải quyết vấn đề trong môi trường làm việc hiện đại.",Master Tree,high,convergence,"Science & Engineering Practices theme alignment"
DIGITAL_DIVIDE,The Digital Divide,Secondary,"Hiểu về khoảng cách trong việc tiếp cận, sử dụng và hưởng lợi từ công nghệ giữa các nhóm dân cư khác nhau.",Next Generation Science Standards,"","","",unique_to_reference,"Societal Impact of Technology theme missing in Next Generation Science Standards"
DIGITAL_DIVIDE,The Digital Divide,Secondary,"Hiểu về khoảng cách trong việc tiếp cận, sử dụng và hưởng lợi từ công nghệ giữa các nhóm dân cư khác nhau.",CSTA K-12 Computer Science Standards,"Hiểu cách thiên vị trong dữ liệu huấn luyện hoặc trong thiết kế thuật toán có thể dẫn đến các quyết định không công bằng từ hệ thống AI.",Master Tree,high,convergence,"Societal Impact of Technology theme alignment"
DIGITAL_DIVIDE,The Digital Divide,Secondary,"Hiểu về khoảng cách trong việc tiếp cận, sử dụng và hưởng lợi từ công nghệ giữa các nhóm dân cư khác nhau.",UNESCO ICT Competency Framework for Teachers,"","","",unique_to_reference,"Societal Impact of Technology theme missing in UNESCO ICT Competency Framework for Teachers"
DIGITAL_DIVIDE,The Digital Divide,Secondary,"Hiểu về khoảng cách trong việc tiếp cận, sử dụng và hưởng lợi từ công nghệ giữa các nhóm dân cư khác nhau.",OECD PISA 2025/2028 Frameworks,"","","",unique_to_reference,"Societal Impact of Technology theme missing in OECD PISA 2025/2028 Frameworks"
NETIQUETTE,Netiquette (Online Etiquette),Secondary,"Nắm vững các quy tắc ứng xử phù hợp khi giao tiếp trực tuyến, như cách viết email, bình luận và tham gia thảo luận một cách chuyên nghiệp.",Next Generation Science Standards,"Bao quát toàn bộ quy trình kỹ thuật phần mềm, từ thu thập yêu cầu, thiết kế, phát triển, đến kiểm thử, triển khai và bảo trì, nhấn mạnh các phương pháp Agile và DevOps.",Master Tree,high,convergence,"Software Engineering theme alignment"
NETIQUETTE,Netiquette (Online Etiquette),Secondary,"Nắm vững các quy tắc ứng xử phù hợp khi giao tiếp trực tuyến, như cách viết email, bình luận và tham gia thảo luận một cách chuyên nghiệp.",CSTA K-12 Computer Science Standards,"Trang bị kiến thức và kỹ năng để quản lý "dấu chân số", bảo vệ thông tin cá nhân và quyền riêng tư khi tham gia vào thế giới trực tuyến.",Master Tree,high,convergence,"Software Engineering theme alignment"
NETIQUETTE,Netiquette (Online Etiquette),Secondary,"Nắm vững các quy tắc ứng xử phù hợp khi giao tiếp trực tuyến, như cách viết email, bình luận và tham gia thảo luận một cách chuyên nghiệp.",UNESCO ICT Competency Framework for Teachers,"","","",unique_to_reference,"Software Engineering theme missing in UNESCO ICT Competency Framework for Teachers"
NETIQUETTE,Netiquette (Online Etiquette),Secondary,"Nắm vững các quy tắc ứng xử phù hợp khi giao tiếp trực tuyến, như cách viết email, bình luận và tham gia thảo luận một cách chuyên nghiệp.",OECD PISA 2025/2028 Frameworks,"","","",unique_to_reference,"Software Engineering theme missing in OECD PISA 2025/2028 Frameworks"
JSON_SERIALIZATION,JSON Serialization/Deserialization,Secondary,"Sử dụng cơ chế Codable để mã hóa (serialize) các đối tượng native mobile language thành định dạng JSON và giải mã (deserialize) JSON ngược lại thành đối tượng.",Next Generation Science Standards,"Rèn luyện kỹ năng nhận diện các email, tin nhắn và trang web lừa đảo để bảo vệ bản thân và tổ chức khỏi các cuộc tấn công lừa đảo.",Master Tree,high,convergence,"Web & Mobile Development theme alignment"
JSON_SERIALIZATION,JSON Serialization/Deserialization,Secondary,"Sử dụng cơ chế Codable để mã hóa (serialize) các đối tượng native mobile language thành định dạng JSON và giải mã (deserialize) JSON ngược lại thành đối tượng.",CSTA K-12 Computer Science Standards,"Hướng dẫn cách sử dụng các cài đặt quyền riêng tư trên các dịch vụ web, mạng xã hội và trình duyệt để kiểm soát thông tin cá nhân.",Master Tree,high,convergence,"Web & Mobile Development theme alignment"
JSON_SERIALIZATION,JSON Serialization/Deserialization,Secondary,"Sử dụng cơ chế Codable để mã hóa (serialize) các đối tượng native mobile language thành định dạng JSON và giải mã (deserialize) JSON ngược lại thành đối tượng.",UNESCO ICT Competency Framework for Teachers,"","","",unique_to_reference,"Web & Mobile Development theme missing in UNESCO ICT Competency Framework for Teachers"
JSON_SERIALIZATION,JSON Serialization/Deserialization,Secondary,"Sử dụng cơ chế Codable để mã hóa (serialize) các đối tượng native mobile language thành định dạng JSON và giải mã (deserialize) JSON ngược lại thành đối tượng.",OECD PISA 2025/2028 Frameworks,"","","",unique_to_reference,"Web & Mobile Development theme missing in OECD PISA 2025/2028 Frameworks"
