code	name	description	topic_codes	keywords	cs2023_ka_mapping	metadata
LINEAR_BINARY_SEARCH	Linear vs. Binary Search	So sánh độ phức tạp (O(n) vs O(log n)) và điều kiện áp dụng (mảng bất kỳ vs mảng đã sắp xếp) của hai thuật toán tìm kiếm cơ bản.	SEARCH_SORT_ALGO	linear search, binary search, search algorithm	AL	{"icon": "search"}
BUBBLE_INSERTION_SORT	Bubble Sort & Insertion Sort	Hiểu và triển khai các thuật toán sắp xếp đơn giản như Sắp xếp nổi bọt (Bubble Sort) và Sắp xếp chèn (Insertion Sort), với độ phức tạp O(n^2).	SEARCH_SORT_ALGO	bubble sort, insertion sort, sorting algorithms	AL	{"icon": "sort-amount-down"}
TRUTH_TABLES	Truth Tables	Kỹ thuật lập bảng chân lý để xác định giá trị logic của một mệnh đề phức hợp dựa trên tất cả các khả năng của các mệnh đề thành phần.	LOGIC_PROPOSITIONS	truth table, propositional logic, boolean	MSF	{"icon": "table-list"}
LOGIC_GATES	Logic Gates (AND, OR, NOT)	Nắm vững hoạt động của các cổng logic cơ bản (AND, OR, NOT) và cách chúng thực hiện các phép toán Boolean trên các tín hiệu nhị phân.	BOOLEAN_ALGEBRA	logic gates, AND, OR, NOT, digital logic	AR, MSF	{"icon": "gate-open"}
PRIMITIVE_TYPE_DECLARATION	Declaring Primitive Types	Nắm vững cú pháp khai báo biến với các kiểu dữ liệu nguyên thủy (int, bool, float) trong một ngôn ngữ lập trình cụ thể.	PRIMITIVE_TYPES	declaration, primitive types, int, boolean	SDF	{"icon": "tag"}
REFERENCE_TYPE_DECLARATION	Declaring Reference Types	Nắm vững cú pháp khai báo biến với các kiểu dữ liệu tham chiếu (String, Array, Object) và hiểu cách chúng được lưu trữ trong bộ nhớ.	REFERENCE_TYPES	declaration, reference types, string, object	SDF	{"icon": "link"}
IF_ELSE_STATEMENT	If-Else Statement	Nắm vững cú pháp và logic của câu lệnh if-else để thực hiện một trong hai khối mã dựa trên một điều kiện logic.	CONDITIONAL_LOGIC	if-else, conditional statement, selection	SDF	{"icon": "code-branch"}
SWITCH_CASE	Switch-Case Statement	Sử dụng câu lệnh switch để lựa chọn thực thi một trong nhiều khối mã dựa trên giá trị của một biến hoặc biểu thức.	CONDITIONAL_LOGIC	switch-case, selection, multi-way branching	SDF	{"icon": "list-ul"}
FOR_LOOP	For Loop	Nắm vững cú pháp và cách sử dụng vòng lặp for để lặp lại một khối mã một số lần xác định, thường dùng để duyệt qua các tập hợp.	ITERATION_LOOPS	for loop, iteration, looping, repetition	SDF	{"icon": "redo"}
WHILE_LOOP	While Loop	Nắm vững cú pháp và cách sử dụng vòng lặp while để lặp lại một khối mã khi một điều kiện cho trước vẫn còn đúng.	ITERATION_LOOPS	while loop, iteration, looping, condition	SDF	{"icon": "sync"}
ARRAY_OPERATIONS	Array Operations	Thực hiện các thao tác cơ bản trên mảng: truy cập phần tử qua chỉ số (index), lấy độ dài, và duyệt qua các phần tử.	ARRAYS	array, index, access, iteration	SDF	{"icon": "th"}
LIST_OPERATIONS	List Operations	Thực hiện các thao tác trên danh sách động: thêm, xóa, tìm kiếm phần tử và lấy kích thước.	LISTS_COLLECTIONS	list, add, remove, search, dynamic array	SDF	{"icon": "list-ol"}
UNIT_TESTING	Unit Testing	Hiểu và viết các bài kiểm thử đơn vị để xác minh tính đúng đắn của từng hàm hoặc phương thức một cách độc lập.	UNIT_INTEGRATION_TESTING	unit test, TDD, test case, assertion	SE	{"icon": "vial"}
BREAKPOINTS	Using Breakpoints	Nắm vững cách sử dụng các điểm dừng (breakpoints) trong một IDE để tạm dừng chương trình và kiểm tra trạng thái của các biến.	DEBUGGING_TECH	breakpoint, debugger, debugging, IDE	SDF	{"icon": "bug"}
HTML_STRUCTURE	HTML Document Structure	Nắm vững cấu trúc cơ bản của một tài liệu HTML với các thẻ <html>, <head>, và <body>.	HTML_CSS	HTML, document structure, head, body	SPD	{"icon": "file-alt"}
CSS_SELECTORS	CSS Selectors	Sử dụng các bộ chọn CSS (theo thẻ, lớp, ID) để nhắm mục tiêu và áp dụng kiểu cho các phần tử HTML cụ thể.	HTML_CSS	CSS, selectors, class, ID, styling	SPD	{"icon": "mouse-pointer"}
DOM_MANIPULATION	DOM Manipulation	Sử dụng JavaScript để truy cập và thay đổi động nội dung, cấu trúc và kiểu dáng của một trang web đang chạy thông qua DOM API.	JAVASCRIPT_DOM	DOM, JavaScript, getElementById, innerHTML	SPD	{"icon": "hand-sparkles"}
SQL_SELECT	SQL SELECT Statement	Nắm vững cú pháp của câu lệnh SELECT để truy vấn và lấy dữ liệu từ một hoặc nhiều cột trong một bảng.	SQL_QUERIES	SQL, SELECT, FROM, WHERE	DM	{"icon": "search"}
SQL_JOIN	SQL JOINs	Sử dụng các loại JOIN (INNER, LEFT, RIGHT) để kết hợp các hàng từ hai hoặc nhiều bảng dựa trên một cột liên quan.	SQL_QUERIES	SQL, JOIN, INNER JOIN, LEFT JOIN	DM	{"icon": "link"}
STACK_OPERATIONS	Stack Operations (Push/Pop)	Hiểu và triển khai hai thao tác cơ bản của cấu trúc dữ liệu Ngăn xếp (LIFO): push (đẩy vào) và pop (lấy ra).	STACKS_QUEUES	stack, push, pop, LIFO	AL	{"icon": "layer-plus"}
QUEUE_OPERATIONS	Queue Operations (Enqueue/Dequeue)	Hiểu và triển khai hai thao tác cơ bản của cấu trúc dữ liệu Hàng đợi (FIFO): enqueue (thêm vào cuối) và dequeue (lấy ra từ đầu).	STACKS_QUEUES	queue, enqueue, dequeue, FIFO	AL	{"icon": "arrow-from-right"}
AI_VS_ML	AI vs. ML vs. Deep Learning	Phân biệt rõ ràng mối quan hệ và sự khác biệt giữa các thuật ngữ: Trí tuệ Nhân tạo, Học máy, và Học sâu.	AI_VS_ML	AI, ML, Deep Learning, definitions	AI	{"icon": "project-diagram"}
USER_PERSONAS	Creating User Personas	Kỹ thuật tạo ra các hồ sơ người dùng hư cấu nhưng dựa trên nghiên cứu, để định hướng và tạo sự đồng cảm trong quá trình thiết kế.	USER_RESEARCH	persona, user research, empathy map	HCI	{"icon": "user-tie"}
USABILITY_TESTING	Usability Testing	Nắm vững quy trình cơ bản của việc kiểm thử tính khả dụng: quan sát người dùng thực sự sử dụng một sản phẩm để xác định các vấn đề.	USABILITY_TESTING	usability testing, user testing, feedback	HCI, SE	{"icon": "clipboard-check"}
PASSWORD_STRENGTH	Strong Passwords	Nắm vững các tiêu chí để tạo một mật khẩu mạnh và an toàn, khó bị đoán hoặc bẻ khóa.	PASSWORD_STRENGTH	password, security, authentication	SEC	{"icon": "key"}
PHISHING_IDENTIFICATION	Identifying Phishing Attempts	Nhận biết các dấu hiệu cảnh báo của một email hoặc tin nhắn lừa đảo, như lỗi chính tả, URL lạ, và yêu cầu khẩn cấp.	PHISHING_SCAMS	phishing, scam, social engineering, email security	SEC, SEP	{"icon": "fish"}
LOGIC_ERRORS	Logical Errors	Nhận biết các lỗi trong logic của chương trình khiến nó chạy không đúng kết quả mong đợi, mặc dù không gây ra lỗi cú pháp hay lỗi runtime.	DEBUGGING_TECH	logical error, bug, incorrect output	SDF, SE	{"icon": "brain"}
SYNTAX_ERRORS	Syntax Errors	Nhận biết các lỗi vi phạm quy tắc cú pháp của ngôn ngữ lập trình, thường được trình biên dịch hoặc thông dịch phát hiện trước khi chạy.	DEBUGGING_TECH	syntax error, compiler error, parsing error	SDF	{"icon": "file-exclamation"}
RUNTIME_ERRORS	Runtime Errors	Nhận biết các lỗi xảy ra trong quá trình chương trình đang chạy, ví dụ như chia cho zero hoặc truy cập vào một phần tử không tồn tại của mảng.	DEBUGGING_TECH	runtime error, exception, crash	SDF	{"icon": "running"}
API_INTEGRATION	API Integration	Hiểu kỹ thuật gọi các API từ bên ngoài để lấy dữ liệu hoặc sử dụng chức năng của một dịch vụ khác trong ứng dụng của mình.	API_DESIGN, SERVER_SIDE_LOGIC	API, integration, REST, fetch	SE, SPD	{"icon": "plug"}
REST_PRINCIPLES	REST Architectural Principles	Nắm vững các nguyên tắc của kiến trúc REST (Representational State Transfer) trong thiết kế API, như stateless và client-server.	API_DESIGN	REST, stateless, API design, architectural style	SE, SPD	{"icon": "network-wired"}
DATABASE_NORMALIZATION	Database Normalization	Hiểu quá trình tổ chức các cột và bảng trong cơ sở dữ liệu quan hệ để giảm thiểu sự dư thừa dữ liệu và cải thiện tính toàn vẹn.	RELATIONAL_DB	normalization, 1NF, 2NF, 3NF, database design	DM	{"icon": "columns"}
STATISTICAL_MEASURES	Basic Statistical Measures	Nắm vững cách tính và ý nghĩa của các thước đo thống kê cơ bản như trung bình (mean), trung vị (median), và độ lệch chuẩn (standard deviation).	STATISTICAL_MEASURES	mean, median, standard deviation, statistics	MSF	{"icon": "chart-bar"}
PROBABILITY_BASICS	Basic Probability	Nắm vững các khái niệm xác suất cơ bản, bao gồm không gian mẫu, biến cố, và các quy tắc tính xác suất (cộng, nhân).	PROBABILITY_BASICS	probability, sample space, event	MSF	{"icon": "dice-d6"}
DATA_DISTRIBUTIONS	Basic Data Distributions	Nhận biết các phân phối dữ liệu phổ biến như phân phối chuẩn (Normal/Gaussian) và phân phối đều (Uniform).	DATA_DISTRIBUTIONS	distribution, normal distribution, uniform distribution	MSF	{"icon": "bell"}
CLASS_DEFINITION	Class Definition	Nắm vững cú pháp để định nghĩa một lớp (class) với các thuộc tính (fields/attributes) và phương thức (methods).	CLASSES_OBJECTS	class, attributes, methods, OOP	SDF, FPL	{"icon": "file-code"}
OBJECT_INSTANTIATION	Object Instantiation	Hiểu quá trình tạo một đối tượng (thể hiện/instance) từ một lớp bằng cách sử dụng hàm khởi tạo (constructor).	CLASSES_OBJECTS	object, instance, constructor, new	SDF, FPL	{"icon": "cube"}
INHERITANCE_SYNTAX	Inheritance Syntax	Nắm vững cú pháp để một lớp con (subclass) có thể kế thừa các thuộc tính và phương thức từ một lớp cha (superclass).	INHERITANCE_POLY	inheritance, subclass, superclass, extends	FPL	{"icon": "sitemap"}
METHOD_OVERRIDING	Method Overriding	Hiểu kỹ thuật ghi đè (override) một phương thức của lớp cha trong lớp con để cung cấp một triển khai cụ thể hơn.	INHERITANCE_POLY	overriding, polymorphism, dynamic dispatch	FPL	{"icon": "clone"}
ACCESS_MODIFIERS	Access Modifiers	Hiểu và sử dụng các từ khóa kiểm soát truy cập (ví dụ: public, private, protected) để thực thi tính đóng gói.	ENCAPSULATION_ABSTRACTION	access modifiers, public, private, encapsulation	FPL	{"icon": "user-lock"}
STATIC_MEMBERS	Static Members	Hiểu về các thuộc tính và phương thức tĩnh (static) thuộc về lớp thay vì một đối tượng cụ thể, hữu ích cho các tiện ích hoặc hằng số chung.	STATIC_MEMBERS	static, class variable, class method	FPL	{"icon": "star-of-life"}
FIRST_CLASS_FUNCTIONS	First-Class & Higher-Order Functions	Khám phá khái niệm hàm là "công dân hạng nhất" và các hàm bậc cao có thể nhận hàm khác làm đối số hoặc trả về một hàm.	FIRST_CLASS_FUNCTIONS	higher-order functions, lambda, closures, first-class functions	FPL	{"icon": "lambda"}
IMMUTABILITY	Immutability and Pure Functions	Nắm vững nguyên tắc về tính bất biến của dữ liệu và các hàm thuần túy (pure functions) không có tác dụng phụ (side effects), giúp mã dễ dự đoán và kiểm thử hơn.	IMMUTABILITY	immutability, pure functions, side effects, functional	FPL	{"icon": "snowflake"}
EVENT_HANDLERS	Events and Event Handling	Hiểu mô hình xử lý sự kiện, trong đó chương trình đăng ký các hàm (event handlers) để phản hồi lại các hành động của người dùng hoặc hệ thống (events).	EVENT_HANDLERS	events, event handler, listener, callback	FPL, HCI	{"icon": "hand-point-up"}
ASYNCHRONOUS_PROG	Asynchronous Programming	Giới thiệu các kỹ thuật lập trình bất đồng bộ như callbacks, promises, hoặc async/await để xử lý các tác vụ tốn thời gian mà không chặn luồng chính.	ASYNCHRONOUS_PROG	async, await, promises, callbacks, non-blocking	FPL, PDC	{"icon": "hourglass-start"}
SHARED_EDITING_ETIQUETTE	Etiquette for Collaborative Editing	Áp dụng các quy tắc ứng xử khi làm việc trên các tài liệu chung, như sử dụng chế độ "gợi ý" (suggesting) và để lại bình luận rõ ràng.	DIGITAL_INTERACTION	collaboration, etiquette, Google Docs, comments	SEP	{"icon": "comments-alt"}
TCP_HANDSHAKE	TCP Three-Way Handshake	Mô tả quá trình bắt tay ba bước (SYN, SYN-ACK, ACK) để thiết lập một kết nối TCP đáng tin cậy.	TRANSPORT_PROTOCOLS	TCP, handshake, SYN, ACK, connection	NC	{"icon": "hands-helping"}
HTTP_METHODS	HTTP Methods (GET, POST)	Phân biệt các phương thức HTTP cơ bản như GET để yêu cầu dữ liệu và POST để gửi dữ liệu lên máy chủ.	APP_PROTOCOLS	HTTP, GET, POST, REST, request methods	NC	{"icon": "exchange"}
DNS_LOOKUP	DNS Lookup Process	Mô tả quá trình phân giải một tên miền (ví dụ: google.com) thành một địa chỉ IP tương ứng để máy tính có thể kết nối.	APP_PROTOCOLS	DNS, domain name, IP address, resolution	NC	{"icon": "book-spells"}
TWO_FACTOR_AUTH	Two-Factor Authentication (2FA)	Hiểu nguyên lý và tầm quan trọng của Xác thực Hai Yếu tố (2FA) trong việc tăng cường bảo mật tài khoản.	TWO_FACTOR_AUTH	2FA, MFA, authentication, security	SEC	{"icon": "key"}
MALWARE_TYPES	Malware Types	Phân biệt các loại phần mềm độc hại phổ biến như virus, worm, và ransomware.	MALWARE_TYPES	malware, virus, ransomware, cybersecurity	SEC	{"icon": "shield-virus"}
WIREFRAMING	Wireframing	Kỹ thuật tạo ra các bản phác thảo cấu trúc (wireframe) cho một trang web hoặc ứng dụng để xác định bố cục và luồng chức năng.	WIREFRAMING_PROTOTYPING	wireframe, UX, design, layout	HCI	{"icon": "pencil-ruler"}
PROTOTYPING	Prototyping	Kỹ thuật tạo ra các mẫu thử tương tác (prototype) từ mức độ chi tiết thấp đến cao để kiểm tra và thu thập phản hồi về ý tưởng thiết kế.	WIREFRAMING_PROTOTYPING	prototype, mockup, UI, UX, Figma	HCI, SE	{"icon": "drafting-compass"}
SCREEN_READERS	Screen Readers	Hiểu cách trình đọc màn hình hoạt động và tầm quan trọng của việc viết mã HTML ngữ nghĩa để hỗ trợ người dùng khiếm thị.	ASSISTIVE_TECH	screen reader, accessibility, a11y, semantic HTML	HCI, SEP	{"icon": "blind"}
WCAG_PRINCIPLES	WCAG Principles (POUR)	Nắm vững bốn nguyên tắc của WCAG: Perceivable (Có thể nhận biết), Operable (Có thể vận hành), Understandable (Có thể hiểu), và Robust (Mạnh mẽ).	WCAG_STANDARDS	WCAG, POUR, accessibility, principles	HCI, SEP	{"icon": "universal-access"}
NETIQUETTE	Netiquette (Online Etiquette)	Nắm vững các quy tắc ứng xử phù hợp khi giao tiếp trực tuyến, như cách viết email, bình luận và tham gia thảo luận một cách chuyên nghiệp.	DIGITAL_INTERACTION	netiquette, digital communication, etiquette	SEP	{"icon": "comments"}
COLLABORATIVE_PLATFORMS	Collaborative Platforms	Sử dụng hiệu quả các nền tảng làm việc nhóm như Google Workspace, Microsoft Teams, và Trello để quản lý công việc và cộng tác.	COLLABORATION_TOOLS	collaboration, teamwork, project management	SEP, SE	{"icon": "users-cog"}
LOCAL_VIEW_STATE	Local View State	Sử dụng cơ chế như @State để quản lý trạng thái đơn giản, chỉ thuộc về một View duy nhất và sẽ bị hủy khi View biến mất.	STATE_MANAGEMENT	state, @State, local state, ephemeral state	HCI, SDF	{"icon": "dot-circle"}
TWO_WAY_BINDING	Two-Way Data Binding	Sử dụng cơ chế như @Binding (ký hiệu $) để tạo một liên kết tham chiếu hai chiều, cho phép một View con vừa đọc vừa ghi vào trạng thái của View cha.	DATA_BINDING	binding, @Binding, two-way binding	HCI, SDF	{"icon": "link"}
SHARED_OBSERVABLE_STATE	Shared Observable State	Sử dụng mẫu Observable Object (với @StateObject, @ObservedObject) để quản lý và chia sẻ các trạng thái phức tạp (dạng class) giữa nhiều View khác nhau.	STATE_MANAGEMENT, OBSERVABLE_MODEL	@StateObject, @ObservedObject, ViewModel, shared state	HCI, FPL	{"icon": "share-alt"}
PUBLISHER_SUBSCRIBER_MODEL	Publisher-Subscriber Model for UI	Hiểu cách một thuộc tính được "phát sóng" (@Published) có thể tự động kích hoạt việc cập nhật giao diện của các View "đăng ký" theo dõi nó.	OBSERVABLE_MODEL	publisher, subscriber, @Published, Combine	FPL, SE	{"icon": "broadcast-tower"}
MVVM_PATTERN	MVVM Architectural Pattern	Áp dụng mẫu kiến trúc Model-View-ViewModel để tách biệt giao diện (View), trạng thái và logic giao diện (ViewModel), và dữ liệu cốt lõi (Model).	STATE_MANAGEMENT	MVVM, architecture, ViewModel	SE, HCI	{"icon": "sitemap"}
TAP_GESTURE	Tap Gesture	Nhận biết và phản hồi lại các sự kiện chạm đơn hoặc chạm nhiều lần của người dùng trên một View.	GESTURE_HANDLING	tap, onTapGesture, double tap	HCI	{"icon": "hand-point-up"}
DRAG_GESTURE	Drag Gesture	Theo dõi và xử lý cử chỉ kéo của người dùng để di chuyển các đối tượng hoặc thực hiện các hành động tương tác.	GESTURE_HANDLING	drag, translation, gesture	HCI	{"icon": "arrows-alt"}
IMPLICIT_EXPLICIT_ANIMATION	Implicit vs. Explicit Animation	Phân biệt và áp dụng hiệu ứng chuyển động ngầm định (gắn vào View) và tường minh (kích hoạt tại một thời điểm cụ thể).	UI_ANIMATION	implicit, explicit, animation, withAnimation	GIT, HCI	{"icon": "magic"}
VIEW_TRANSITIONS	View Transitions	Định nghĩa cách một View xuất hiện hoặc biến mất khỏi màn hình bằng các hiệu ứng như mờ dần, trượt, hoặc co giãn.	UI_ANIMATION	transition, .transition, effects	GIT, HCI	{"icon": "exchange-alt"}
MAP_INTEGRATION	Map Integration	Tích hợp và hiển thị một bản đồ tương tác trong ứng dụng, điều khiển vùng hiển thị và thêm các điểm đánh dấu (annotations).	GEOSPATIAL_SERVICES	MapKit, MapView, annotation	SPD	{"icon": "map-marked-alt"}
LOCATION_SERVICES_API	Location Services API	Yêu cầu quyền và sử dụng các API của hệ điều hành (Core Location) để lấy vị trí hiện tại của người dùng.	GEOSPATIAL_SERVICES	Core Location, location, GPS, permissions	SPD	{"icon": "location-arrow"}
MEDIA_PICKER_API	Media Picker API	Tích hợp giao diện chọn media của hệ thống (PhotosPicker) để cho phép người dùng chọn ảnh hoặc video từ thư viện một cách an toàn.	MEDIA_SERVICES	PhotosPicker, image picker, media library	SPD	{"icon": "images"}
LOCAL_NOTIFICATION_API	Local Notification API	Sử dụng API hệ thống (UserNotifications) để lập lịch và gửi các thông báo cục bộ cho người dùng dựa trên thời gian hoặc các sự kiện khác.	MEDIA_SERVICES	UserNotifications, local notification, alert	NC	{"icon": "bell"}
APP_EXTENSION_MODEL	App Extension Model	Hiểu mô hình kiến trúc của các thành phần mở rộng như Widgets, chạy độc lập nhưng liên kết với ứng dụng chính để hiển thị dữ liệu.	APP_EXTENSION_MODEL	app extensions, WidgetKit, widgets	SPD	{"icon": "puzzle-piece"}
KEY_VALUE_PERSISTENCE	Key-Value Persistence	Sử dụng cơ chế lưu trữ key-value đơn giản của hệ điều hành (UserDefaults, @AppStorage) để lưu các cài đặt và tùy chọn nhỏ của người dùng.	USER_PREFERENCES_STORAGE	UserDefaults, AppStorage, key-value	SDF	{"icon": "tags"}
CORE_DATA_ORM	Core Data (ORM)	Sử dụng framework Core Data như một Object-Relational Mapper (ORM) để định nghĩa model, thiết lập stack, và quản lý việc lưu trữ, truy vấn, xóa, sửa dữ liệu.	STRUCTURED_DATA_STORAGE	Core Data, ORM, NSManagedObject, FetchRequest	DM	{"icon": "database"}
JSON_SERIALIZATION	JSON Serialization/Deserialization	Sử dụng cơ chế Codable để mã hóa (serialize) các đối tượng Swift thành định dạng JSON và giải mã (deserialize) JSON ngược lại thành đối tượng.	API_DESIGN, DATA_ENCODING	JSON, Codable, serialization, deserialization, Encoder, Decoder	AL, SE	{"icon": "file-code"}
IMPLICIT_ANIMATION	Implicit Animation	Áp dụng hiệu ứng chuyển động ngầm định gắn trực tiếp vào View để tự động mượt mà hoá thay đổi trạng thái.	UI_ANIMATION	implicit animation, withAnimation, smooth transitions	HCI	{"icon": "wand-magic-sparkles"}
EXPLICIT_ANIMATION	Explicit Animation	Kích hoạt hiệu ứng chuyển động một cách tường minh tại thời điểm cụ thể để phản hồi sự kiện hoặc thay đổi trạng thái.	UI_ANIMATION	explicit animation, withAnimation, control	HCI	{"icon": "magic"}
UI_ANIMATION_TRANSITION	UI Animation Transitions	Xác định cách một View xuất hiện/biến mất bằng các hiệu ứng chuyển tiếp (fade, slide, scale).	UI_ANIMATION	transition, fade, slide, scale	HCI	{"icon": "exchange-alt"}
LONGPRESS_GESTURE	Long Press Gesture	Nhận biết và xử lý cử chỉ nhấn giữ, theo dõi trạng thái và thời lượng để kích hoạt hành động phù hợp.	GESTURE_HANDLING	long press, gesture, onLongPressGesture	HCI	{"icon": "hand-point-down"}
VIEW_LIFECYCLE	View Lifecycle	Thực thi hành động khi View xuất hiện hoặc biến mất (onAppear/onDisappear), gắn tác vụ theo vòng đời.	VIEW_LIFECYCLE	onAppear, onDisappear, lifecycle	HCI	{"icon": "clock"}
MAP_ANNOTATIONS	Map Annotations	Hiển thị ghim mặc định hoặc chú thích tuỳ chỉnh trên bản đồ, liên kết dữ liệu với vị trí.	MAP_ANNOTATIONS	map annotations, MapAnnotation, custom pin	SPD	{"icon": "map-pin"}
WIDGETKIT_INTEGRATION	WidgetKit Integration	Tạo widget và cấu hình provider/timeline để hiển thị nội dung từ ứng dụng chính.	WIDGETKIT_INTEGRATION	WidgetKit, timeline, provider	SPD	{"icon": "puzzle-piece"}
RETURN_VALUES	Function Return Values	Định nghĩa hàm có giá trị trả về và sử dụng giá trị đó trong luồng xử lý.	RETURN_VALUES	return, output, scope	SDF	{"icon": "arrow-left"}
EXCEPTION_HANDLING	Exception Handling	Sử dụng try/catch để quản lý ngoại lệ và tăng độ ổn định cho chương trình.	EXCEPTION_HANDLING	try-catch, error, exception	SDF, SE	{"icon": "exclamation-circle"}
APP_PROTOCOLS	Application Layer Protocols	Nhận biết và sử dụng các giao thức tầng ứng dụng như HTTP, DNS, FTP trong hệ thống mạng.	APP_PROTOCOLS	HTTP, DNS, FTP, application layer	NC	{"icon": "globe-americas"}
UI_MODIFIERS	UI Modifiers	Tùy biến giao diện của View bằng các modifiers như font, color, padding, background.	UI_MODIFIERS	modifiers, styling, padding	HCI	{"icon": "paint-brush"}
STACK_LAYOUT	Stack-Based Layout	Sắp xếp các View theo chiều dọc/ngang hoặc chồng (VStack/HStack/ZStack).	STACK_LAYOUT	stack, VStack, HStack, ZStack	HCI	{"icon": "layer-group"}
GRID_LAYOUT	Grid-Based Layout	Tạo bố cục lưới hai chiều để hiển thị bộ sưu tập nội dung.	GRID_LAYOUT	grid, LazyVGrid, LazyHGrid	HCI	{"icon": "th"}
DATA_BINDING	Data Binding	Liên kết hai chiều giữa dữ liệu và control trên giao diện để đồng bộ trạng thái.	DATA_BINDING	binding, two-way, @Binding	HCI, SDF	{"icon": "link"}
USER_PREFERENCES_STORAGE	User Preferences Storage	Lưu trữ các cài đặt nhỏ của người dùng bằng cơ chế key-value (UserDefaults/@AppStorage).	USER_PREFERENCES_STORAGE	preferences, key-value, UserDefaults	SDF	{"icon": "sliders-h"}
USER_PREFS_STORAGE	User Prefs Storage	Biến thể mã cho lưu trữ tuỳ chọn người dùng bằng cơ chế key-value.	USER_PREFERENCES_STORAGE	preferences, key-value, UserDefaults	SDF	{"icon": "sliders-h"}
STRUCTURED_ONDEVICE_DB	Structured On-Device DB	Quản lý dữ liệu có cấu trúc trên thiết bị bằng cơ sở dữ liệu/ORM.	STRUCTURED_DATA_STORAGE	on-device DB, Core Data, files	DM	{"icon": "database"}
UI_ANIMATION	UI Animation	Khái niệm chung về hiệu ứng chuyển động/chuyển tiếp trong giao diện người dùng.	UI_ANIMATION	animation, transition, motion	HCI	{"icon": "film"}
TRANSPORT_PROTOCOLS	Transport Protocols	Nhận biết sự khác biệt và cách sử dụng TCP/UDP.	TRANSPORT_PROTOCOLS	TCP, UDP, ports	NC	{"icon": "shipping-fast"}
NETWORK_PROTOCOLS	Network Protocols	Tầng mạng và giao thức phổ biến (OSI/TCP-IP).	NET_LAYERS, APP_PROTOCOLS	OSI, TCP/IP, protocols	NC	{"icon": "network-wired"}
LAYOUT_COMPOSITION	Layout Composition	Kết hợp các thành phần UI thành bố cục linh hoạt và thích ứng.	STACK_LAYOUT, GRID_LAYOUT	layout, composition, stacks, grids	HCI	{"icon": "th-large"}
OOP	Object-Oriented Programming	Khái niệm tổng quát về OOP với class/object, kế thừa và đa hình.	CLASSES_OBJECTS, INHERITANCE_POLY	class, object, inheritance, polymorphism	FPL, SDF	{"icon": "object-group"}
ENCRYPTION_PROTOCOLS	Encryption & Secure Protocols	Áp dụng TLS/SSL/HTTPS để đảm bảo truyền thông an toàn.	ENCRYPTION_PROTOCOLS	encryption, TLS, SSL, HTTPS	SEC	{"icon": "lock"}
OS_FILE_SYSTEMS	Operating System File Systems	Tổ chức và truy cập dữ liệu trên thiết bị lưu trữ qua hệ thống tệp.	OS_FILE_SYSTEMS	file system, directory, allocation	OS	{"icon": "folder-open"}
ONDEVICE_PERSISTENCE	On-Device Persistence	Lưu trữ dữ liệu bền vững trên thiết bị (key-value, file, DB).	STRUCTURED_DATA_STORAGE	persistence, storage, on-device	DM	{"icon": "save"}
NETWORK_SECURITY	Network Security	Bảo vệ hạ tầng và dữ liệu trên mạng (tường lửa, mã hoá, IDS/IPS).	ENCRYPTION_PROTOCOLS, FIREWALLS_IDS, NETWORK_ATTACKS	security, firewall, IDS, IPS	SEC	{"icon": "user-shield"}
DIGITAL_CITIZENSHIP	Digital Citizenship	Nguyên tắc ứng xử và trách nhiệm trong môi trường số.	DIGITAL_CITIZENSHIP	ethics, privacy, safety	SEP	{"icon": "user-shield"}
VAR_CONSTANTS	Variables and Constants	Phân biệt biến/hằng, phạm vi và khai báo.	VAR_CONSTANTS	variables, constants, scope	SDF, FPL	{"icon": "tag"}
FUNC_SYNTAX	Function Syntax	Định nghĩa, tham số và gọi hàm.	FUNC_SYNTAX	functions, parameters, calls	SDF	{"icon": "function"}
ITERATION_LOOPS	Iteration & Loops	Khái niệm tổng quát về vòng lặp xác định/không xác định.	ITERATION_LOOPS	for loop, while loop, repeat-while	SDF	{"icon": "redo"}
INHERITANCE_POLY	Inheritance & Polymorphism	Tổng quan về kế thừa và đa hình.	INHERITANCE_POLY	inheritance, polymorphism	FPL	{"icon": "sitemap"}
DEVELOPMENT_PROCESS	Software Development Process	Tổng quan về quy trình phát triển phần mềm.	DEVELOPMENT_PROCESS	Agile, Waterfall, process	SE	{"icon": "timeline"}
NOTIFICATION_SERVICES	Notification Services	Sử dụng dịch vụ hệ thống để gửi thông báo (local notifications).	MEDIA_SERVICES	notifications, UserNotifications	NC	{"icon": "bell"}
MEDIA_SERVICES	Media & System Services	Tương tác với PhotosPicker, Camera, âm thanh và thông báo.	MEDIA_SERVICES	media, system services, photos	SPD	{"icon": "photo-video"}
GEOSPATIAL_SERVICES	Geospatial Services	Tương tác với MapKit và API vị trí.	GEOSPATIAL_SERVICES	maps, Core Location, GPS	SPD	{"icon": "map-marked-alt"}
UI_ARCH_PATTERNS	UI Architecture Patterns	Áp dụng MVC/MVVM để tổ chức giao diện và trạng thái.	UI_ARCH_PATTERNS	MVC, MVVM, architecture	SE, HCI	{"icon": "sitemap"}
OS_CONCEPTS	Operating System Concepts	Khái niệm nền tảng của HĐH: tiến trình, bộ nhớ, hệ thống tệp.	OS_PROCESS_MGMT, OS_MEMORY_MGMT, OS_FILE_SYSTEMS	process, memory, file system	OS	{"icon": "window-restore"}
