code	name	description	metadata	created_at	updated_at	concept_codes
KW_STATUS	status	Programming token: status (related: status, code, http, response)	"{""source"": ""reference_glossary"", ""related_terms"": [""status"", ""code"", ""http"", ""response"", ""success"", ""error""], ""extracted_at"": ""2026-08-03T12:28:05.435794""}"	2026-08-03T12:28:05.435797	2026-08-03T12:28:05.435798	"[""QR_CODE_GENERATION"", ""VISUAL_BLOCK_TO_CODE_TRANSITION"", ""HTTP_METHODS"", ""FEEDBACK_AND_RESPONSE"", ""CYBERBULLYING"", ""ERROR_MESSAGES_CONCEPT"", ""FETCH_DECODE_EXECUTE"", ""LOGIC_ERRORS""]"
KW_COOKIE	cookie	Programming token: cookie (related: cookie, session, state, browser)	"{""source"": ""reference_glossary"", ""related_terms"": [""cookie"", ""session"", ""state"", ""browser"", ""tracking""], ""extracted_at"": ""2026-08-03T12:28:05.435899""}"	2026-08-03T12:28:05.435902	2026-08-03T12:28:05.435903	"[""OBJECT_PROPERTIES"", ""LOCAL_VIEW_STATE"", ""SHARED_OBSERVABLE_STATE"", ""DURABLE_AGENT_STATE_MANAGEMENT"", ""MULTI_SENSOR_FUSION_ALGORITHMS"", ""TYPOGRAPHY_AND_VISUAL_HIERARCHY"", ""IF_ELSE_STATEMENT"", ""SWITCH_CASE""]"
KW_SESSION	session	Programming token: session (related: session, state, authentication, server_side)	"{""source"": ""reference_glossary"", ""related_terms"": [""session"", ""state"", ""authentication"", ""server_side"", ""cookie""], ""extracted_at"": ""2026-08-03T12:28:05.436021""}"	2026-08-03T12:28:05.436024	2026-08-03T12:28:05.436025	"[""OBJECT_PROPERTIES"", ""LOCAL_VIEW_STATE"", ""SHARED_OBSERVABLE_STATE"", ""DURABLE_AGENT_STATE_MANAGEMENT"", ""MULTI_SENSOR_FUSION_ALGORITHMS"", ""PASSWORD_STRENGTH_CONCEPT"", ""TWO_FACTOR_AUTH"", ""IDENTITY_AND_ACCESS_MANAGEMENT""]"
KW_JWT	jwt	Programming token: jwt (related: jwt, token, claims, stateless)	"{""source"": ""reference_glossary"", ""related_terms"": [""jwt"", ""token"", ""claims"", ""stateless"", ""compact"", ""url_safe""], ""extracted_at"": ""2026-08-03T12:28:05.436170""}"	2026-08-03T12:28:05.436173	2026-08-03T12:28:05.436174	"[""REST_PRINCIPLES""]"
KW_OAUTH	oauth	Programming token: oauth (related: oauth, authorization, delegated, token)	"{""source"": ""reference_glossary"", ""related_terms"": [""oauth"", ""authorization"", ""delegated"", ""token"", ""provider""], ""extracted_at"": ""2026-08-03T12:28:05.436278""}"	2026-08-03T12:28:05.436281	2026-08-03T12:28:05.436282	"[""IDENTITY_AND_ACCESS_MANAGEMENT""]"
KW_CORS	cors	Programming token: cors (related: cors, cross_origin, browser, security)	"{""source"": ""reference_glossary"", ""related_terms"": [""cors"", ""cross_origin"", ""browser"", ""security"", ""policy""], ""extracted_at"": ""2026-08-03T12:28:05.436393""}"	2026-08-03T12:28:05.436396	2026-08-03T12:28:05.436396	"[""IOT_SECURITY_THREATS"", ""PASSWORD_STRENGTH_CONCEPT"", ""TWO_FACTOR_AUTH"", ""THREAT_MODELING_ASSESSMENT""]"
KW_SQL	sql	Programming token: sql (related: sql, query, relational, declarative)	"{""source"": ""reference_glossary"", ""related_terms"": [""sql"", ""query"", ""relational"", ""declarative"", ""standard""], ""extracted_at"": ""2026-08-03T12:28:05.436509""}"	2026-08-03T12:28:05.436512	2026-08-03T12:28:05.436513	"[""SQL_SELECT"", ""SQL_JOIN"", ""RELATIONAL_VS_NONRELATIONAL"", ""MODEL_CONTEXT_PROTOCOL_STANDARD"", ""INCLUSIVE_DESIGN_ACCESSIBILITY_WCAG""]"
KW_INSERT	insert	Programming token: insert (related: insert, write, create, dml)	"{""source"": ""reference_glossary"", ""related_terms"": [""insert"", ""write"", ""create"", ""dml"", ""data""], ""extracted_at"": ""2026-08-03T12:28:05.436629""}"	2026-08-03T12:28:05.436632	2026-08-03T12:28:05.436633	"[""DATA_EXPLORATION_EDA"", ""DATA_CLEANING_TECHNIQUES"", ""DATA_DISTRIBUTIONS"", ""TWO_WAY_BINDING"", ""CORE_DATA_ORM"", ""AIOT_DATA_PIPELINE"", ""DATA_LITERACY_DIKW_MODEL"", ""RELATIONAL_VS_NONRELATIONAL""]"
KW_UPDATE	update	Programming token: update (related: update, write, modify, dml)	"{""source"": ""reference_glossary"", ""related_terms"": [""update"", ""write"", ""modify"", ""dml"", ""data""], ""extracted_at"": ""2026-08-03T12:28:05.436742""}"	2026-08-03T12:28:05.436745	2026-08-03T12:28:05.436746	"[""DATA_EXPLORATION_EDA"", ""DATA_CLEANING_TECHNIQUES"", ""DATA_DISTRIBUTIONS"", ""TWO_WAY_BINDING"", ""CORE_DATA_ORM"", ""AIOT_DATA_PIPELINE"", ""DATA_LITERACY_DIKW_MODEL"", ""RELATIONAL_VS_NONRELATIONAL""]"
KW_DELETE	delete	Programming token: delete (related: delete, remove, dml, data)	"{""source"": ""reference_glossary"", ""related_terms"": [""delete"", ""remove"", ""dml"", ""data""], ""extracted_at"": ""2026-08-03T12:28:05.436844""}"	2026-08-03T12:28:05.436847	2026-08-03T12:28:05.436847	"[""LIST_OPERATIONS"", ""DATA_EXPLORATION_EDA"", ""DATA_CLEANING_TECHNIQUES"", ""DATA_DISTRIBUTIONS"", ""TWO_WAY_BINDING"", ""CORE_DATA_ORM"", ""AIOT_DATA_PIPELINE"", ""DATA_LITERACY_DIKW_MODEL""]"
KW_JOIN	join	Programming token: join (related: join, relational, combine, inner)	"{""source"": ""reference_glossary"", ""related_terms"": [""join"", ""relational"", ""combine"", ""inner"", ""outer"", ""left"", ""right""], ""extracted_at"": ""2026-08-03T12:28:05.436995""}"	2026-08-03T12:28:05.436998	2026-08-03T12:28:05.436999	"[""SQL_JOIN"", ""RELATIONAL_VS_NONRELATIONAL"", ""PUBLISHER_SUBSCRIBER_MODEL"", ""ROUTERS_SWITCHES_CONCEPT"", ""COPYRIGHT_CREATIVE_COMMONS""]"
KW_GROUP	group	Programming token: group (related: group, aggregate, having, clause)	"{""source"": ""reference_glossary"", ""related_terms"": [""group"", ""aggregate"", ""having"", ""clause"", ""sql""], ""extracted_at"": ""2026-08-03T12:28:05.437101""}"	2026-08-03T12:28:05.437104	2026-08-03T12:28:05.437105	"[""SQL_SELECT"", ""SQL_JOIN"", ""RELATIONAL_VS_NONRELATIONAL""]"
KW_ORDER	order	Programming token: order (related: order, sort, asc, desc)	"{""source"": ""reference_glossary"", ""related_terms"": [""order"", ""sort"", ""asc"", ""desc"", ""clause"", ""sql""], ""extracted_at"": ""2026-08-03T12:28:05.437234""}"	2026-08-03T12:28:05.437237	2026-08-03T12:28:05.437238	"[""FIRST_CLASS_FUNCTIONS_CONCEPT"", ""BUBBLE_INSERTION_SORT"", ""SQL_SELECT"", ""SQL_JOIN"", ""RELATIONAL_VS_NONRELATIONAL"", ""GRADIENT_DESCENT_OPTIMIZATION""]"
KW_INDEX	index	Programming token: index (related: index, performance, lookup, b_tree)	"{""source"": ""reference_glossary"", ""related_terms"": [""index"", ""performance"", ""lookup"", ""b_tree"", ""hash""], ""extracted_at"": ""2026-08-03T12:28:05.437338""}"	2026-08-03T12:28:05.437340	2026-08-03T12:28:05.437341	"[""ARRAY_OPERATIONS"", ""DNS_LOOKUP""]"
KW_TRANSACTION	transaction	Programming token: transaction (related: transaction, acid, atomic, consistent)	"{""source"": ""reference_glossary"", ""related_terms"": [""transaction"", ""acid"", ""atomic"", ""consistent"", ""isolated"", ""durable""], ""extracted_at"": ""2026-08-03T12:28:05.437468""}"	2026-08-03T12:28:05.437471	2026-08-03T12:28:05.437472	"[""DURABLE_AGENT_STATE_MANAGEMENT""]"
KW_COMMIT	commit	Programming token: commit (related: commit, snapshot, history, git)	"{""source"": ""reference_glossary"", ""related_terms"": [""commit"", ""snapshot"", ""history"", ""git"", ""version_control""], ""extracted_at"": ""2026-08-03T12:28:05.437581""}"	2026-08-03T12:28:05.437584	2026-08-03T12:28:05.437585	"[""AI_HISTORY_MILESTONES"", ""DIGITAL_ANALOG_IO"", ""DIGITAL_IDENTITY"", ""DIGITAL_FOOTPRINT"", ""DIGITAL_DIVIDE"", ""DIGITAL_FILTERING_AND_SAMPLING"", ""COLOR_THEORY_AND_PALETTE_DESIGN"", ""DIGITAL_TWIN_SIMULATION""]"
KW_ROLLBACK	rollback	Programming token: rollback (related: rollback, transaction, undo, abort)	"{""source"": ""reference_glossary"", ""related_terms"": [""rollback"", ""transaction"", ""undo"", ""abort""], ""extracted_at"": ""2026-08-03T12:28:05.437673""}"	2026-08-03T12:28:05.437676	2026-08-03T12:28:05.437677	"[""RELATIONAL_VS_NONRELATIONAL"", ""DATABASE_NORMALIZATION""]"
KW_PRIMARY_KEY	primary_key	Programming token: primary_key (related: primary_key, unique, identifier, constraint)	"{""source"": ""reference_glossary"", ""related_terms"": [""primary_key"", ""unique"", ""identifier"", ""constraint"", ""pk""], ""extracted_at"": ""2026-08-03T12:28:05.437778""}"	2026-08-03T12:28:05.437781	2026-08-03T12:28:05.437782	"[""PHYSICS_CONSTRAINTS_CONCEPT""]"
KW_FOREIGN_KEY	foreign_key	Programming token: foreign_key (related: foreign_key, reference, constraint, relationship)	"{""source"": ""reference_glossary"", ""related_terms"": [""foreign_key"", ""reference"", ""constraint"", ""relationship"", ""fk""], ""extracted_at"": ""2026-08-03T12:28:05.437880""}"	2026-08-03T12:28:05.437883	2026-08-03T12:28:05.437883	"[""REFERENCE_TYPE_DECLARATION"", ""PHYSICS_CONSTRAINTS_CONCEPT""]"
KW_SCHEMA	schema	Programming token: schema (related: schema, structure, definition, ddl)	"{""source"": ""reference_glossary"", ""related_terms"": [""schema"", ""structure"", ""definition"", ""ddl"", ""metadata""], ""extracted_at"": ""2026-08-03T12:28:05.437988""}"	2026-08-03T12:28:05.437990	2026-08-03T12:28:05.437991	"[""HTML_STRUCTURE"", ""CLASS_DEFINITION"", ""PUBLIC_KEY_INFRASTRUCTURE""]"
KW_MIGRATION	migration	Programming token: migration (related: migration, schema, version, evolution)	"{""source"": ""reference_glossary"", ""related_terms"": [""migration"", ""schema"", ""version"", ""evolution"", ""deployment""], ""extracted_at"": ""2026-08-03T12:28:05.438100""}"	2026-08-03T12:28:05.438103	2026-08-03T12:28:05.438103	"[""VERSION_CONTROL_WORKFLOW"", ""CLOUD_DEPLOYMENT_MODELS"", ""COMPUTATIONAL_GENETICS_MODELS""]"
KW_TEST	test	Programming token: test (related: test, unit_test, verification, assertion)	"{""source"": ""reference_glossary"", ""related_terms"": [""test"", ""unit_test"", ""verification"", ""assertion"", ""quality""], ""extracted_at"": ""2026-08-03T12:28:05.438212""}"	2026-08-03T12:28:05.438215	2026-08-03T12:28:05.438216	"[""AI_ARTIFACT_VERIFICATION_AND_EVALUATION"", ""FORMAL_PROGRAM_VERIFICATION"", ""UNIT_TESTING"", ""USABILITY_TESTING""]"
KW_ASSERT	assert	Programming token: assert (related: assert, expect, verify, check)	"{""source"": ""reference_glossary"", ""related_terms"": [""assert"", ""expect"", ""verify"", ""check"", ""condition""], ""extracted_at"": ""2026-08-03T12:28:05.438331""}"	2026-08-03T12:28:05.438334	2026-08-03T12:28:05.438335	"[""WHILE_LOOP"", ""FORMAL_PROGRAM_VERIFICATION""]"
KW_MOCK	mock	Programming token: mock (related: mock, stub, spy, fake)	"{""source"": ""reference_glossary"", ""related_terms"": [""mock"", ""stub"", ""spy"", ""fake"", ""test_double"", ""isolation""], ""extracted_at"": ""2026-08-03T12:28:05.438448""}"	2026-08-03T12:28:05.438450	2026-08-03T12:28:05.438451	"[""UNIT_TESTING""]"
KW_STUB	stub	Programming token: stub (related: stub, mock, test_double, controlled)	"{""source"": ""reference_glossary"", ""related_terms"": [""stub"", ""mock"", ""test_double"", ""controlled"", ""response""], ""extracted_at"": ""2026-08-03T12:28:05.438543""}"	2026-08-03T12:28:05.438547	2026-08-03T12:28:05.438548	"[""FEEDBACK_AND_RESPONSE"", ""CYBERBULLYING""]"
KW_SPY	spy	Programming token: spy (related: spy, mock, observation, call_tracking)	"{""source"": ""reference_glossary"", ""related_terms"": [""spy"", ""mock"", ""observation"", ""call_tracking"", ""verification""], ""extracted_at"": ""2026-08-03T12:28:05.438648""}"	2026-08-03T12:28:05.438652	2026-08-03T12:28:05.438653	"[""AI_ARTIFACT_VERIFICATION_AND_EVALUATION"", ""FORMAL_PROGRAM_VERIFICATION""]"
KW_FIXTURE	fixture	Programming token: fixture (related: fixture, test_data, setup, teardown)	"{""source"": ""reference_glossary"", ""related_terms"": [""fixture"", ""test_data"", ""setup"", ""teardown"", ""context""], ""extracted_at"": ""2026-08-03T12:28:05.438763""}"	2026-08-03T12:28:05.438766	2026-08-03T12:28:05.438767	"[""ARDUINO_BASICS"", ""MODEL_CONTEXT_PROTOCOL_STANDARD""]"
KW_SETUP	setup	Programming token: setup (related: setup, initialization, test, before_each)	"{""source"": ""reference_glossary"", ""related_terms"": [""setup"", ""initialization"", ""test"", ""before_each"", ""arrange""], ""extracted_at"": ""2026-08-03T12:28:05.438865""}"	2026-08-03T12:28:05.438868	2026-08-03T12:28:05.438868	"[""ARDUINO_BASICS"", ""UNIT_TESTING"", ""USABILITY_TESTING""]"
KW_TEARDOWN	teardown	Programming token: teardown (related: teardown, cleanup, test, after_each)	"{""source"": ""reference_glossary"", ""related_terms"": [""teardown"", ""cleanup"", ""test"", ""after_each"", ""dispose""], ""extracted_at"": ""2026-08-03T12:28:05.438969""}"	2026-08-03T12:28:05.438971	2026-08-03T12:28:05.438972	"[""UNIT_TESTING"", ""USABILITY_TESTING""]"
KW_COVERAGE	coverage	Programming token: coverage (related: coverage, code_coverage, branch, line)	"{""source"": ""reference_glossary"", ""related_terms"": [""coverage"", ""code_coverage"", ""branch"", ""line"", ""metric""], ""extracted_at"": ""2026-08-03T12:28:05.439073""}"	2026-08-03T12:28:05.439076	2026-08-03T12:28:05.439076	"[""RENDERING_PIPELINE"", ""2D_3D_TRANSFORMATIONS_MATH"", ""LINEAR_BINARY_SEARCH"", ""NETIQUETTE"", ""AIOT_DATA_PIPELINE""]"
KW_BENCHMARK	benchmark	Programming token: benchmark (related: benchmark, performance, measurement, profiling)	"{""source"": ""reference_glossary"", ""related_terms"": [""benchmark"", ""performance"", ""measurement"", ""profiling"", ""optimization""], ""extracted_at"": ""2026-08-03T12:28:05.439170""}"	2026-08-03T12:28:05.439173	2026-08-03T12:28:05.439174	"[""GREEDY_ALGORITHMS"", ""SMALL_LANGUAGE_MODEL_OPTIMIZATION"", ""GRADIENT_DESCENT_OPTIMIZATION"", ""SMART_GRID_ENERGY_OPTIMIZATION""]"
KW_GIT	git	Programming token: git (related: git, version_control, dvc, distributed)	"{""source"": ""reference_glossary"", ""related_terms"": [""git"", ""version_control"", ""dvc"", ""distributed"", ""repository""], ""extracted_at"": ""2026-08-03T12:28:05.439285""}"	2026-08-03T12:28:05.439287	2026-08-03T12:28:05.439288	"[""DIGITAL_ANALOG_IO"", ""DIGITAL_IDENTITY"", ""DIGITAL_FOOTPRINT"", ""DIGITAL_DIVIDE"", ""DIGITAL_FILTERING_AND_SAMPLING"", ""COLOR_THEORY_AND_PALETTE_DESIGN"", ""DIGITAL_TWIN_SIMULATION""]"
KW_PUSH	push	Programming token: push (related: push, remote, upload, git)	"{""source"": ""reference_glossary"", ""related_terms"": [""push"", ""remote"", ""upload"", ""git"", ""publish""], ""extracted_at"": ""2026-08-03T12:28:05.439389""}"	2026-08-03T12:28:05.439392	2026-08-03T12:28:05.439392	"[""STACK_OPERATIONS"", ""DIGITAL_ANALOG_IO"", ""DIGITAL_IDENTITY"", ""DIGITAL_FOOTPRINT"", ""DIGITAL_DIVIDE"", ""PUBLISHER_SUBSCRIBER_MODEL"", ""DIGITAL_FILTERING_AND_SAMPLING"", ""COLOR_THEORY_AND_PALETTE_DESIGN""]"
KW_PULL	pull	Programming token: pull (related: pull, remote, download, git)	"{""source"": ""reference_glossary"", ""related_terms"": [""pull"", ""remote"", ""download"", ""git"", ""fetch_merge""], ""extracted_at"": ""2026-08-03T12:28:05.439498""}"	2026-08-03T12:28:05.439501	2026-08-03T12:28:05.439502	"[""DIGITAL_ANALOG_IO"", ""DIGITAL_IDENTITY"", ""DIGITAL_FOOTPRINT"", ""DIGITAL_DIVIDE"", ""DIGITAL_FILTERING_AND_SAMPLING"", ""COLOR_THEORY_AND_PALETTE_DESIGN"", ""DIGITAL_TWIN_SIMULATION""]"
KW_FETCH	fetch	Programming token: fetch (related: fetch, remote, download, git)	"{""source"": ""reference_glossary"", ""related_terms"": [""fetch"", ""remote"", ""download"", ""git"", ""no_merge""], ""extracted_at"": ""2026-08-03T12:28:05.439612""}"	2026-08-03T12:28:05.439615	2026-08-03T12:28:05.439616	"[""FETCH_DECODE_EXECUTE"", ""API_INTEGRATION"", ""DIGITAL_ANALOG_IO"", ""DIGITAL_IDENTITY"", ""DIGITAL_FOOTPRINT"", ""DIGITAL_DIVIDE"", ""DIGITAL_FILTERING_AND_SAMPLING"", ""COLOR_THEORY_AND_PALETTE_DESIGN""]"
KW_MERGE	merge	Programming token: merge (related: merge, combine, branch, git)	"{""source"": ""reference_glossary"", ""related_terms"": [""merge"", ""combine"", ""branch"", ""git"", ""integration""], ""extracted_at"": ""2026-08-03T12:28:05.439730""}"	2026-08-03T12:28:05.439733	2026-08-03T12:28:05.439733	"[""PUBLISHER_SUBSCRIBER_MODEL"", ""API_INTEGRATION"", ""MAP_INTEGRATION"", ""DIGITAL_ANALOG_IO"", ""DIGITAL_IDENTITY"", ""DIGITAL_FOOTPRINT"", ""DIGITAL_DIVIDE"", ""DIGITAL_FILTERING_AND_SAMPLING""]"
KW_REBASE	rebase	Programming token: rebase (related: rebase, rewrite, history, git)	"{""source"": ""reference_glossary"", ""related_terms"": [""rebase"", ""rewrite"", ""history"", ""git"", ""linear""], ""extracted_at"": ""2026-08-03T12:28:05.439851""}"	2026-08-03T12:28:05.439853	2026-08-03T12:28:05.439854	"[""AI_HISTORY_MILESTONES"", ""LINEAR_BINARY_SEARCH"", ""DIGITAL_ANALOG_IO"", ""DIGITAL_IDENTITY"", ""DIGITAL_FOOTPRINT"", ""DIGITAL_DIVIDE"", ""DIGITAL_FILTERING_AND_SAMPLING"", ""COLOR_THEORY_AND_PALETTE_DESIGN""]"
KW_BRANCH	branch	Programming token: branch (related: branch, parallel, development, git)	"{""source"": ""reference_glossary"", ""related_terms"": [""branch"", ""parallel"", ""development"", ""git"", ""feature""], ""extracted_at"": ""2026-08-03T12:28:05.439954""}"	2026-08-03T12:28:05.439957	2026-08-03T12:28:05.439957	"[""COMPUTER_VISION_FEATURE_EXTRACTION"", ""DIGITAL_ANALOG_IO"", ""DIGITAL_IDENTITY"", ""DIGITAL_FOOTPRINT"", ""DIGITAL_DIVIDE"", ""DIGITAL_FILTERING_AND_SAMPLING"", ""COLOR_THEORY_AND_PALETTE_DESIGN"", ""DIGITAL_TWIN_SIMULATION""]"
KW_CHECKOUT	checkout	Programming token: checkout (related: checkout, switch, branch, git)	"{""source"": ""reference_glossary"", ""related_terms"": [""checkout"", ""switch"", ""branch"", ""git"", ""restore""], ""extracted_at"": ""2026-08-03T12:28:05.440071""}"	2026-08-03T12:28:05.440074	2026-08-03T12:28:05.440075	"[""ROUTERS_SWITCHES_CONCEPT"", ""SWITCH_CASE"", ""DIGITAL_ANALOG_IO"", ""DIGITAL_IDENTITY"", ""DIGITAL_FOOTPRINT"", ""DIGITAL_DIVIDE"", ""DIGITAL_FILTERING_AND_SAMPLING"", ""COLOR_THEORY_AND_PALETTE_DESIGN""]"
KW_FORK	fork	Programming token: fork (related: fork, copy, repository, github)	"{""source"": ""reference_glossary"", ""related_terms"": [""fork"", ""copy"", ""repository"", ""github"", ""contribution""], ""extracted_at"": ""2026-08-03T12:28:05.440175""}"	2026-08-03T12:28:05.440178	2026-08-03T12:28:05.440179	"[""COPYRIGHT_CREATIVE_COMMONS""]"
KW_PR	pr	Programming token: pr (related: pr, pull_request, review, merge)	"{""source"": ""reference_glossary"", ""related_terms"": [""pr"", ""pull_request"", ""review"", ""merge"", ""github"", ""collaboration""], ""extracted_at"": ""2026-08-03T12:28:05.440320""}"	2026-08-03T12:28:05.440323	2026-08-03T12:28:05.440324	"[""SHARED_EDITING_ETIQUETTE"", ""COLLABORATIVE_PLATFORMS"", ""MULTI_AGENT_COOPERATION"", ""PROCESS_VS_THREAD"", ""ERROR_MESSAGES_CONCEPT"", ""PROBLEM_DECOMPOSITION"", ""AGILE_PRINCIPLES"", ""CHART_TYPES""]"
KW_REVIEW	review	Programming token: review (related: review, code_review, quality, feedback)	"{""source"": ""reference_glossary"", ""related_terms"": [""review"", ""code_review"", ""quality"", ""feedback"", ""approval""], ""extracted_at"": ""2026-08-03T12:28:05.440428""}"	2026-08-03T12:28:05.440431	2026-08-03T12:28:05.440432	"[""FEEDBACK_AND_RESPONSE"", ""USABILITY_TESTING"", ""ROBOTIC_ACTUATION_CONTROL""]"
KW_BUILD	build	Programming token: build (related: build, compile, artifact, ci)	"{""source"": ""reference_glossary"", ""related_terms"": [""build"", ""compile"", ""artifact"", ""ci"", ""pipeline""], ""extracted_at"": ""2026-08-03T12:28:05.440548""}"	2026-08-03T12:28:05.440551	2026-08-03T12:28:05.440552	"[""AI_ARTIFACT_VERIFICATION_AND_EVALUATION"", ""RENDERING_PIPELINE"", ""AIOT_DATA_PIPELINE"", ""AGILE_PRINCIPLES"", ""ALGORITHMIC_BIAS_SOCIETY"", ""SHAPE_BUILDING"", ""COMPOSITION_PRINCIPLES"", ""CIRCUIT_PRINCIPLES_CONCEPT""]"
KW_COMPILE	compile	Programming token: compile (related: compile, translate, source, binary)	"{""source"": ""reference_glossary"", ""related_terms"": [""compile"", ""translate"", ""source"", ""binary"", ""build""], ""extracted_at"": ""2026-08-03T12:28:05.440662""}"	2026-08-03T12:28:05.440665	2026-08-03T12:28:05.440665	"[""TRANSFORMATION_OPERATIONS"", ""LINEAR_BINARY_SEARCH"", ""SHAPE_BUILDING""]"
KW_LINK	link	Programming token: link (related: link, resolve, symbol, library)	"{""source"": ""reference_glossary"", ""related_terms"": [""link"", ""resolve"", ""symbol"", ""library"", ""executable""], ""extracted_at"": ""2026-08-03T12:28:05.440770""}"	2026-08-03T12:28:05.440773	2026-08-03T12:28:05.440773	"[""FILE_ALLOCATION""]"
KW_DEPLOY	deploy	Programming token: deploy (related: deploy, release, production, environment)	"{""source"": ""reference_glossary"", ""related_terms"": [""deploy"", ""release"", ""production"", ""environment"", ""infrastructure""], ""extracted_at"": ""2026-08-03T12:28:05.440874""}"	2026-08-03T12:28:05.440877	2026-08-03T12:28:05.440877	"[""RENEWABLE_ENERGY_FORECASTING"", ""PUBLIC_KEY_INFRASTRUCTURE"", ""CLOUD_DEPLOYMENT_MODELS""]"
KW_CI	ci	Programming token: ci (related: ci, continuous_integration, automation, pipeline)	"{""source"": ""reference_glossary"", ""related_terms"": [""ci"", ""continuous_integration"", ""automation"", ""pipeline"", ""quality""], ""extracted_at"": ""2026-08-03T12:28:05.440992""}"	2026-08-03T12:28:05.440995	2026-08-03T12:28:05.440996	"[""RENDERING_PIPELINE"", ""AIOT_DATA_PIPELINE"", ""AGILE_PRINCIPLES"", ""ALGORITHMIC_BIAS_SOCIETY"", ""COMPOSITION_PRINCIPLES"", ""CIRCUIT_PRINCIPLES_CONCEPT"", ""REST_PRINCIPLES"", ""WCAG_PRINCIPLES""]"
KW_CD	cd	Programming token: cd (related: cd, continuous_deployment, delivery, automation)	"{""source"": ""reference_glossary"", ""related_terms"": [""cd"", ""continuous_deployment"", ""delivery"", ""automation"", ""release""], ""extracted_at"": ""2026-08-03T12:28:05.441103""}"	2026-08-03T12:28:05.441106	2026-08-03T12:28:05.441107	"[""CLOUD_DEPLOYMENT_MODELS"", ""AIOT_DATA_PIPELINE""]"
KW_PIPELINE	pipeline	Programming token: pipeline (related: pipeline, stages, automation, ci)	"{""source"": ""reference_glossary"", ""related_terms"": [""pipeline"", ""stages"", ""automation"", ""ci"", ""cd"", ""workflow""], ""extracted_at"": ""2026-08-03T12:28:05.441233""}"	2026-08-03T12:28:05.441236	2026-08-03T12:28:05.441237	"[""RENDERING_PIPELINE"", ""AIOT_DATA_PIPELINE"", ""VERSION_CONTROL_WORKFLOW"", ""AGENTIC_WORKFLOW_ORCHESTRATION"", ""GRAPH_BASED_AGENTIC_WORKFLOW"", ""AGILE_PRINCIPLES"", ""ALGORITHMIC_BIAS_SOCIETY"", ""COMPOSITION_PRINCIPLES""]"
KW_ARTIFACT	artifact	Programming token: artifact (related: artifact, output, build, binary)	"{""source"": ""reference_glossary"", ""related_terms"": [""artifact"", ""output"", ""build"", ""binary"", ""package""], ""extracted_at"": ""2026-08-03T12:28:05.441348""}"	2026-08-03T12:28:05.441351	2026-08-03T12:28:05.441352	"[""AI_ARTIFACT_VERIFICATION_AND_EVALUATION"", ""LINEAR_BINARY_SEARCH"", ""SHAPE_BUILDING""]"
KW_CONTAINER	container	Programming token: container (related: container, docker, isolation, portable)	"{""source"": ""reference_glossary"", ""related_terms"": [""container"", ""docker"", ""isolation"", ""portable"", ""image""], ""extracted_at"": ""2026-08-03T12:28:05.441501""}"	2026-08-03T12:28:05.441519	2026-08-03T12:28:05.441520	"[""IMAGE_RETOUCHING"", ""IMAGE_COMPOSITING"", ""MEDICAL_IMAGE_DICOM_SEGMENTATION""]"
KW_DOCKER	docker	Programming token: docker (related: docker, container, image, dockerfile)	"{""source"": ""reference_glossary"", ""related_terms"": [""docker"", ""container"", ""image"", ""dockerfile"", ""runtime""], ""extracted_at"": ""2026-08-03T12:28:05.441636""}"	2026-08-03T12:28:05.441641	2026-08-03T12:28:05.441642	"[""IMAGE_RETOUCHING"", ""IMAGE_COMPOSITING"", ""MEDICAL_IMAGE_DICOM_SEGMENTATION"", ""RUNTIME_ERRORS""]"
KW_KUBERNETES	kubernetes	Programming token: kubernetes (related: kubernetes, orchestration, container, cluster)	"{""source"": ""reference_glossary"", ""related_terms"": [""kubernetes"", ""orchestration"", ""container"", ""cluster"", ""scaling""], ""extracted_at"": ""2026-08-03T12:28:05.441742""}"	2026-08-03T12:28:05.441746	2026-08-03T12:28:05.441747	"[""AGENTIC_WORKFLOW_ORCHESTRATION"", ""2D_3D_TRANSFORMATIONS_MATH"", ""CLUSTERING_ALGORITHMS""]"
KW_HELM	helm	Programming token: helm (related: helm, kubernetes, package, chart)	"{""source"": ""reference_glossary"", ""related_terms"": [""helm"", ""kubernetes"", ""package"", ""chart"", ""template""], ""extracted_at"": ""2026-08-03T12:28:05.441849""}"	2026-08-03T12:28:05.441852	2026-08-03T12:28:05.441853	"[""CHART_TYPES""]"
KW_ENCRYPT	encrypt	Programming token: encrypt (related: encrypt, cipher, aes, rsa)	"{""source"": ""reference_glossary"", ""related_terms"": [""encrypt"", ""cipher"", ""aes"", ""rsa"", ""confidentiality"", ""crypto""], ""extracted_at"": ""2026-08-03T12:28:05.441974""}"	2026-08-03T12:28:05.441977	2026-08-03T12:28:05.441978	"[""DECENTRALIZED_LEDGER_CONSENSUS""]"
KW_DECRYPT	decrypt	Programming token: decrypt (related: decrypt, cipher, plaintext, crypto)	"{""source"": ""reference_glossary"", ""related_terms"": [""decrypt"", ""cipher"", ""plaintext"", ""crypto"", ""reverse""], ""extracted_at"": ""2026-08-03T12:28:05.442077""}"	2026-08-03T12:28:05.442080	2026-08-03T12:28:05.442081	"[""DECENTRALIZED_LEDGER_CONSENSUS""]"
